city,zpid,zipcode,lotSizeSqFt,livingAreaSqFt,numOfBathrooms,numOfBedrooms
austin,29326337,78746,5880.0,1304,2.0,3
austin,29325332,78735,9844.0,2998,4.0,4
austin,29475329,78735,11325.6,2214,2.0,4
austin,29326326,78746,12632.4,2812,4.0,4
austin,29474318,78735,7623.0,1849,2.0,3
austin,29323318,78735,11325.6,3409,6.0,4
austin,29475314,78735,14374.8,1997,2.0,4
austin,29328313,78746,13503.6,2334,2.0,3
austin,29474310,78735,8145.0,3090,3.0,4
austin,29326810,78746,7666.0,1742,2.0,4
austin,29328489,78746,12196.8,3840,4.0,5
austin,29474285,78735,8886.0,2166,2.0,4
austin,29323281,78735,9831.0,3155,4.0,4
austin,29326277,78746,63597.6,4885,6.0,5
austin,29472259,78704,10454.0,1962,3.0,4
austin,29326758,78746,20037.6,2534,3.0,3
austin,29473755,78735,10367.0,1594,2.0,3
austin,29472254,78704,11325.6,2108,2.0,3
austin,29323252,78735,10018.0,2281,2.0,4
austin,29473750,78735,8799.0,1986,2.0,4
austin,29474249,78735,8842.0,2591,3.0,4
austin,29323249,78735,11325.6,2665,2.0,3
austin,58312245,78735,14810.4,2075,2.0,3
austin,29474244,78735,7100.0,2279,3.0,3
austin,29472242,78704,9147.0,2742,4.0,5
austin,58297234,78735,8145.0,2189,2.0,4
austin,29472230,78704,9713.0,1835,2.0,3
austin,29323230,78735,12632.4,2651,3.0,5
austin,29326728,78746,11325.6,2740,3.0,4
austin,29323226,78735,10149.0,2395,2.0,4
austin,29472225,78704,10890.0,2010,2.0,3
austin,29326224,78746,11325.6,3025,3.0,5
austin,58297215,78735,7753.0,2369,3.0,3
austin,58297213,78735,8537.0,2420,3.0,4
austin,29473987,78735,8799.0,1693,2.0,3
austin,64602211,78735,23522.4,3950,4.0,4
austin,60136208,78735,11761.2,3338,3.0,5
austin,29325207,78746,5793.0,1910,3.0,3
austin,29323203,78735,8624.0,2223,2.0,3
austin,29327201,78746,15681.6,4149,4.0,5
austin,29327198,78746,13939.2,4994,4.5,6
austin,29326694,78746,10890.0,4527,5.0,4
austin,29326691,78746,10062.0,2327,2.0,3
austin,29327183,78746,14374.8,4833,4.0,5
austin,29326682,78746,17859.6,4809,6.0,5
austin,29473680,78704,8712.0,2056,2.0,3
austin,110537679,78746,9975.0,4012,6.0,5
austin,29474178,78735,8799.0,1738,2.0,3
austin,29327176,78746,14810.4,4053,4.0,5
austin,29326176,78746,17859.6,2538,3.0,4
austin,29474175,78735,8799.0,1778,2.0,4
austin,29327172,78746,30056.4,5792,5.0,5
austin,29475666,78735,9583.0,2336,2.0,3
austin,29475660,78735,10323.0,2344,3.0,4
austin,114405159,78746,22651.2,4373,4.0,4
austin,29326155,78746,10323.0,2665,3.0,3
austin,2089430654,78735,6000.0,1450,3.0,2
austin,29475651,78735,8319.0,1789,2.0,3
austin,29326146,78746,11761.2,2177,2.0,4
austin,29326987,78746,11325.6,1800,2.0,4
austin,2121834142,78746,5793.0,1968,4.0,3
austin,29326986,78746,11325.6,1804,2.0,4
austin,29323136,78735,8712.0,3389,3.0,4
austin,29474134,78735,8058.0,2092,2.0,4
austin,29327134,78746,14810.4,5187,0.0,5
austin,29473980,78735,8102.0,1748,2.0,3
austin,29323132,78735,8232.0,2515,2.0,3
austin,29326628,78746,12632.4,4214,5.0,6
austin,2115151119,78746,6838.0,1904,3.0,2
austin,29474119,78735,10018.0,1765,2.0,3
austin,29326619,78746,28749.6,5178,6.0,5
austin,29326095,78746,11761.2,2651,3.0,4
austin,29472588,78704,10890.0,1975,2.0,3
austin,29475581,78735,9104.0,2952,3.0,4
austin,29472576,78704,12632.4,2522,2.0,4
austin,29474072,78735,8712.0,2432,3.0,4
austin,29474070,78735,9365.0,1946,2.0,3
austin,58312478,78735,9234.0,1540,2.0,4
austin,29323070,78735,9452.0,2055,3.0,4
austin,29323068,78735,8319.0,2679,3.0,3
austin,29473978,78735,8799.0,1681,2.0,3
austin,29472559,78704,11761.2,2200,3.0,3
austin,29475557,78735,9888.0,2179,3.0,3
austin,29474054,78735,7927.0,1918,2.0,3
austin,64781050,78746,14374.8,3336,4.0,4
austin,83832049,78746,17859.6,5222,6.0,4
austin,29474042,78735,6969.0,1712,2.0,3
austin,29472540,78704,9583.0,1496,2.0,2
austin,29326039,78746,9321.0,2188,3.0,4
austin,29474035,78735,9016.0,1778,2.0,3
austin,29327033,78746,10890.0,1750,2.0,4
austin,29474030,78735,8624.0,1768,2.0,3
austin,29327030,78746,12196.8,2877,2.0,4
austin,29323030,78704,11325.6,1925,2.0,3
austin,29327020,78746,10890.0,1773,2.0,3
austin,58312519,78735,14810.4,1152,2.0,3
austin,29472517,78704,12196.8,1954,2.0,3
austin,29323016,78704,13068.0,1946,3.0,3
austin,29474015,78735,11325.6,2475,3.0,4
austin,29327014,78746,9844.0,3500,5.0,4
austin,29472508,78704,12196.8,1881,2.0,4
austin,29323502,78735,9888.0,4041,5.0,6
austin,29487493,78749,7056.0,2210,3.0,3
austin,29507996,78739,20037.6,3154,3.0,3
austin,29479490,78736,32670.0,2402,3.0,4
austin,29484468,78749,5749.0,1501,2.0,3
austin,29504983,78739,8232.0,2932,4.0,5
austin,29491970,78749,6882.0,2369,3.0,3
austin,29484466,78749,6882.0,1804,2.0,3
austin,29504971,78739,7405.0,2081,3.0,3
austin,29486964,78749,8973.0,2635,3.0,3
austin,29501971,78739,10018.0,3402,4.0,4
austin,29491961,78749,7013.0,1526,2.0,3
austin,29478962,78749,7971.0,1586,2.0,3
austin,29479461,78736,11761.2,1326,2.0,3
austin,64909969,78739,8712.0,3169,4.0,4
austin,29491954,78749,7230.0,2345,3.0,4
austin,29501962,78739,12632.4,3507,4.0,4
austin,70334960,78739,8712.0,2807,3.0,3
austin,29488918,78749,7405.0,1522,2.0,3
austin,29480691,78749,6969.0,1640,2.0,3
austin,29480689,78749,10890.0,2038,3.0,4
austin,58314683,78745,6534.0,1560,2.0,3
austin,29486180,78749,10454.0,1373,2.0,3
austin,29486179,78749,6098.0,1178,2.0,3
austin,29480677,78749,9452.0,2077,2.0,3
austin,29486165,78749,9191.0,1311,2.0,3
austin,58315153,78745,15246.0,1884,2.0,3
austin,29486153,78749,8015.0,1407,2.0,3
austin,58315150,78745,13503.6,1666,2.0,3
austin,29480636,78749,8276.0,1856,3.0,4
austin,29480629,78749,7753.0,2052,3.0,4
austin,58315116,78745,6751.0,1734,3.0,3
austin,58314613,78745,6534.0,1435,2.0,3
austin,29480600,78749,10149.0,2178,3.0,4
austin,58314598,78745,7710.0,1579,2.0,3
austin,29485483,78749,10541.0,2003,2.0,4
austin,29490479,78749,6708.0,1769,3.0,3
austin,29481048,78749,7971.0,1724,2.0,3
austin,29481042,78749,9374.0,1750,2.0,3
austin,29481030,78749,6969.0,2055,2.0,3
austin,29485510,78749,10690.0,1687,2.0,3
austin,58314509,78745,7230.0,1568,2.0,3
austin,29490802,78749,12196.8,1515,2.0,3
austin,29490794,78749,7840.0,1508,2.0,3
austin,29498458,78745,12196.8,1424,3.0,3
austin,29490783,78749,9147.0,1572,2.0,3
austin,29497958,78745,7840.0,1876,3.0,4
austin,29495453,78745,7230.0,1223,2.0,3
austin,29479947,78745,8407.0,1706,2.0,4
austin,2084104446,78745,9016.0,1781,2.0,3
austin,29486263,78749,7971.0,1436,2.0,3
austin,29490759,78749,6664.0,1816,2.0,4
austin,29495443,78745,7840.0,910,1.0,2
austin,29482942,78745,9888.0,944,1.0,3
austin,29486258,78749,7405.0,1380,2.0,3
austin,29495422,78745,6272.0,1557,3.0,3
austin,29485938,78745,8189.0,1450,2.0,3
austin,29498421,78745,7840.0,2176,3.0,4
austin,29504413,78748,7405.0,1852,2.0,3
austin,29498751,78745,6926.0,1019,1.0,3
austin,29486243,78749,7840.0,1494,2.0,3
austin,29498485,78745,7013.0,1801,3.0,3
austin,29498418,78745,7187.0,2034,2.0,3
austin,29486238,78749,8624.0,1505,2.0,3
austin,29507408,78748,4791.0,1547,2.0,3
austin,29495387,78745,8276.0,1491,2.0,3
austin,29479932,78745,9191.0,1083,1.0,3
austin,29498386,78745,8407.0,1477,2.0,3
austin,29507394,78748,6969.0,1739,3.0,3
austin,29507390,78748,5227.0,2073,3.0,4
austin,29490224,78745,6272.0,1784,2.0,3
austin,29504388,78748,6882.0,2068,2.0,4
austin,29504381,78748,8276.0,2237,3.0,4
austin,58312926,78745,7797.0,1331,2.0,3
austin,29479926,78745,8276.0,1170,1.0,3
austin,89547983,78745,5227.0,2096,4.0,3
austin,29498981,78745,8145.0,2116,3.0,3
austin,29490212,78745,7840.0,1446,2.0,3
austin,64551425,78745,6220.0,1763,3.0,3
austin,29488869,78745,8712.0,1098,2.0,3
austin,29507369,78748,6098.0,1907,3.0,3
austin,29499207,78749,8058.0,1564,2.0,3
austin,29504360,78748,7880.0,2104,2.0,3
austin,29482925,78745,11325.6,1344,2.0,3
austin,70342978,78745,5575.0,2358,3.0,4
austin,29498361,78745,12196.8,1654,3.0,3
austin,29499201,78749,6185.0,1581,2.0,3
austin,144390472,78745,4791.0,1714,3.0,3
austin,29495701,78749,5837.0,1510,3.0,3
austin,58314437,78745,9060.0,1428,2.0,3
austin,29488847,78745,6403.0,1200,2.0,3
austin,29498699,78745,7448.0,1031,2.0,3
austin,29479923,78745,7959.0,940,1.0,3
austin,70342965,78745,4486.0,1714,3.0,3
austin,29504342,78748,7927.0,1436,3.0,3
austin,29481984,78745,9147.0,1565,2.0,4
austin,70342962,78745,8189.0,2419,3.0,4
austin,29504335,78748,7797.0,1482,3.0,3
austin,29494197,78749,7749.0,1620,3.0,3
austin,29507334,78748,15246.0,1957,3.0,4
austin,70342956,78745,4530.0,1720,3.0,3
austin,29494192,78749,7797.0,1462,2.0,3
austin,70342954,78745,5401.0,2101,3.0,3
austin,29490192,78745,6534.0,1503,2.0,3
austin,58313915,78745,18730.8,1475,2.0,3
austin,29506450,78748,8712.0,2219,2.0,4
austin,29498325,78745,8973.0,1115,2.0,3
austin,29485411,78745,6141.0,1402,2.0,3
austin,29507328,78748,8145.0,1294,2.0,3
austin,29486188,78749,7143.0,1358,2.0,3
austin,29503950,78748,5793.0,1355,2.0,3
austin,29504328,78748,7753.0,2578,3.0,4
austin,29498303,78745,6969.0,1546,2.0,3
austin,29503945,78748,10323.0,1634,2.0,3
austin,120895408,78745,9016.0,1362,2.0,3
austin,29507323,78748,6098.0,1809,3.0,4
austin,58314408,78745,8537.0,1582,2.0,4
austin,29488786,78745,7013.0,1457,2.0,3
austin,29504319,78748,8712.0,1974,3.0,3
austin,29495672,78749,8102.0,1672,2.0,3
austin,29506939,78748,5924.0,1333,2.0,3
austin,29488777,78745,7405.0,1760,2.0,4
austin,29486172,78749,6621.0,1362,2.0,3
austin,29504307,78748,10193.0,2032,2.0,4
austin,29504300,78748,11761.2,2295,2.0,4
austin,29488769,78745,7710.0,1474,2.0,3
austin,29495663,78749,7275.0,1498,3.0,3
austin,29488756,78745,7013.0,1332,2.0,3
austin,29490239,78745,8058.0,1484,2.0,4
austin,89545933,78745,5357.0,1773,3.0,3
austin,29504290,78748,6621.0,1852,2.0,3
austin,29507286,78748,9104.0,2073,3.0,3
austin,29495651,78749,7666.0,1149,2.0,3
austin,29488736,78745,7666.0,1564,2.0,3
austin,29494151,78749,8276.0,1462,2.0,3
austin,29504279,78748,7374.0,1985,2.0,4
austin,70342926,78745,4486.0,1714,3.0,3
austin,29495480,78745,6534.0,1150,2.0,2
austin,29503921,78748,20037.6,3036,3.0,4
austin,29482898,78745,14374.8,1288,2.0,4
austin,29494138,78749,7405.0,1908,2.0,4
austin,63386419,78745,4573.0,2166,3.0,3
austin,145656764,78748,7984.0,1480,3.0,2
austin,29490638,78749,8450.0,1089,2.0,3
austin,29495224,78745,7448.0,1309,2.0,3
austin,29490624,78749,8363.0,1384,2.0,3
austin,29498223,78745,6534.0,1734,3.0,4
austin,89547415,78745,7405.0,1921,3.0,3
austin,29507234,78748,4809.0,1957,2.5,3
austin,29485397,78745,6011.0,1304,2.0,3
austin,29498217,78745,8102.0,1515,2.0,3
austin,29494106,78749,7143.0,1858,2.0,3
austin,29488717,78745,7840.0,1356,2.0,3
austin,29503906,78748,19602.0,2969,3.0,5
austin,58316020,78748,6795.0,2010,3.0,4
austin,29490604,78749,6521.0,1410,2.0,3
austin,145656229,78748,7405.0,2090,3.0,3
austin,29493715,78745,7884.0,1558,2.0,3
austin,29482891,78745,9321.0,1144,1.0,3
austin,29495597,78749,9844.0,1524,3.0,3
austin,29495208,78745,7405.0,1555,3.0,3
austin,58313388,78745,8973.0,2123,2.0,3
austin,29504226,78748,7013.0,1907,3.0,4
austin,29495202,78745,7143.0,1270,2.0,3
austin,29506904,78748,13939.2,1763,2.0,4
austin,29488690,78745,7840.0,1495,2.0,3
austin,64480977,78745,6220.0,1507,2.0,2
austin,29506898,78748,6969.0,1747,2.0,3
austin,29482886,78745,7230.0,1210,2.0,3
austin,29495584,78749,9365.0,1698,3.0,3
austin,29504214,78748,7013.0,1964,3.0,3
austin,29498181,78745,7666.0,2287,3.0,4
austin,29503883,78748,10585.0,1632,2.0,4
austin,29504210,78748,5314.0,1649,2.0,3
austin,29495179,78745,14810.4,1678,3.0,3
austin,29485382,78745,5967.0,1230,2.0,3
austin,29488675,78745,7187.0,1670,2.0,4
austin,29497386,78745,6838.0,1063,2.0,3
austin,29503879,78748,10672.0,2193,2.0,4
austin,29479880,78745,14374.8,2228,2.0,3
austin,29495171,78745,7187.0,1285,2.0,3
austin,29506383,78748,6534.0,1483,2.0,3
austin,29504200,78748,4573.0,1442,3.0,3
austin,29488669,78745,7492.0,1299,2.0,3
austin,29504193,78748,4791.0,2019,3.0,3
austin,29498168,78745,6969.0,1557,2.0,3
austin,29495571,78749,10541.0,1560,3.0,3
austin,29485376,78745,7274.0,1384,2.0,3
austin,64540069,78745,8929.0,1792,2.0,4
austin,70342864,78745,5183.0,1844,3.0,3
austin,29498161,78745,6534.0,2289,2.0,3
austin,70342862,78745,5183.0,2163,3.0,3
austin,29503854,78748,17424.0,1660,0.0,0
austin,29495149,78745,6534.0,1434,2.0,3
austin,29498563,78745,10236.0,1534,2.0,3
austin,29485369,78745,6425.0,1221,2.0,4
austin,29503852,78748,20473.2,1727,2.0,4
austin,58316375,78745,5749.0,2233,3.0,3
austin,29498138,78745,6621.0,1602,2.0,3
austin,58316373,78745,5749.0,1522,2.0,3
austin,29501591,78745,4486.0,1759,3.0,3
austin,29506846,78748,6926.0,1271,2.0,3
austin,29497372,78745,7405.0,2180,3.0,5
austin,29498632,78745,4878.0,1016,2.0,2
austin,29482866,78745,7710.0,1096,1.0,3
austin,29503843,78745,86684.4,3150,3.0,4
austin,29506370,78748,6141.0,1483,2.0,3
austin,125090864,78745,7797.0,2035,3.0,3
austin,29501589,78745,6708.0,1771,3.0,4
austin,29494054,78749,10794.0,1575,2.0,4
austin,29498119,78745,6534.0,1616,2.0,3
austin,29506833,78748,15681.6,1994,2.0,3
austin,29506368,78748,6054.0,2127,3.0,3
austin,29498617,78745,12196.8,1732,2.0,4
austin,58316366,78745,7579.0,2379,3.0,4
austin,29494047,78749,5662.0,1566,3.0,3
austin,29498108,78745,8015.0,1532,2.0,4
austin,29500866,78745,7840.0,999,2.0,3
austin,29482857,78745,7187.0,1024,1.0,3
austin,29506827,78748,14810.4,1820,2.0,4
austin,29503824,78748,20473.2,2232,2.5,4
austin,29482856,78745,7187.0,840,1.0,3
austin,29498541,78745,8712.0,1197,2.0,3
austin,29498540,78745,8364.0,1249,2.0,4
austin,29505863,78748,6054.0,1049,2.0,2
austin,29498861,78745,9016.0,1192,2.0,3
austin,29506813,78748,7405.0,2067,2.0,4
austin,29505860,78748,5967.0,1315,2.0,3
austin,145656061,78748,6621.0,1561,2.0,3
austin,2086510811,78748,11325.6,1722,2.0,3
austin,58313843,78745,9931.0,1522,2.0,3
austin,29498523,78745,14810.4,1124,2.0,3
austin,63838810,78745,8232.0,1013,2.0,3
austin,125808019,78745,6359.0,2550,4.0,4
austin,29507040,78748,8276.0,1697,2.0,3
austin,63838803,78745,4791.0,2184,3.0,3
austin,29495404,78745,7753.0,1223,2.0,3
austin,29485977,78745,7187.0,1100,2.0,3
austin,29482840,78745,8276.0,1152,2.0,3
austin,29495061,78745,6969.0,1416,3.0,3
austin,58316353,78745,8058.0,2606,3.0,4
austin,29501538,78745,9016.0,1515,3.0,3
austin,58313332,78745,10890.0,2189,2.0,3
austin,108867554,78745,9583.0,1809,2.0,3
austin,29501495,78745,8015.0,1504,3.0,3
austin,29495042,78745,7405.0,1350,2.0,3
austin,29482824,78745,7405.0,1403,2.0,3
austin,29495500,78745,7187.0,1150,2.0,2
austin,29506352,78748,5749.0,1503,2.0,3
austin,29500851,78745,27442.8,1663,2.0,4
austin,29494978,78745,6403.0,1479,2.0,3
austin,29501525,78745,5052.0,1439,3.0,3
austin,70342769,78745,4486.0,1474,3.0,3
austin,29501490,78745,4181.0,1775,3.0,3
austin,29495035,78745,6969.0,1532,2.0,4
austin,110538818,78745,4356.0,2124,3.0,3
austin,58316350,78745,6926.0,2379,3.0,3
austin,63838760,78745,4922.0,2163,3.0,3
austin,63838849,78748,4443.0,1699,3.0,3
austin,63838758,78745,4922.0,1438,3.0,3
austin,63744849,78748,3598.0,1036,1.0,3
austin,29500848,78745,16117.2,1416,2.0,3
austin,114406311,78745,9016.0,2392,3.0,3
austin,70342757,78745,9191.0,2419,3.0,4
austin,29498020,78745,9757.0,1780,3.0,3
austin,63838847,78748,4486.0,2322,3.0,4
austin,29485311,78745,10018.0,1519,2.0,3
austin,70342752,78745,6316.0,2166,3.0,3
austin,29494018,78745,7840.0,1324,2.0,3
austin,29504504,78748,10454.0,1985,2.0,4
austin,63838846,78748,3702.0,1992,3.0,4
austin,110538810,78745,9016.0,2093,3.0,3
austin,63838748,78745,4791.0,2166,3.0,3
austin,145657343,78745,6608.0,2096,3.0,4
austin,58312810,78745,22215.6,2123,2.5,4
austin,29506341,78748,8015.0,2073,3.0,3
austin,58314975,78745,6141.0,1221,2.0,4
austin,29501341,78745,7492.0,1040,2.0,3
austin,29485307,78745,7623.0,1596,2.0,4
austin,58316328,78745,7806.0,2420,3.0,4
austin,58313302,78745,9016.0,2472,4.0,5
austin,29506328,78748,6490.0,2073,3.0,4
austin,29506324,78748,6185.0,1887,3.0,3
austin,29485974,78745,7100.0,1650,2.0,3
austin,29505817,78748,5662.0,836,1.0,2
austin,58312796,78745,18730.8,1510,2.0,3
austin,29485295,78745,8712.0,1794,2.0,4
austin,29506678,78748,13939.2,2314,3.0,4
austin,29501313,78745,7143.0,1291,2.0,3
austin,29505812,78748,6534.0,1079,2.0,3
austin,58316307,78745,8407.0,1900,2.0,3
austin,29502805,78745,27007.2,1806,2.0,3
austin,29500800,78745,8629.0,1414,2.0,3
austin,58316297,78745,7013.0,2526,3.0,4
austin,29502797,78745,24829.2,2224,4.0,3
austin,29500797,78745,9757.0,1645,2.0,3
austin,29506290,78748,6054.0,1957,3.0,3
austin,29497789,78745,7840.0,1431,2.0,3
austin,29506288,78748,8276.0,2073,3.0,3
austin,29500785,78745,9278.0,1590,2.0,3
austin,29506276,78748,6098.0,2194,3.0,3
austin,29501270,78745,7840.0,1478,2.0,3
austin,29502768,78745,68389.2,3340,3.0,5
austin,29503762,78748,7056.0,2400,2.5,4
austin,29497760,78745,7361.0,1887,3.0,3
austin,29497260,78745,47916.0,1940,2.0,4
austin,29500759,78745,12196.8,1885,2.0,3
austin,2098188258,78745,14810.4,2200,3.0,4
austin,29501257,78745,7361.0,1499,2.0,3
austin,29501256,78745,7492.0,1543,2.0,3
austin,29497755,78745,6534.0,1774,2.0,4
austin,29501251,78745,7143.0,941,2.0,3
austin,29501250,78745,7548.0,942,1.0,2
austin,29497250,78745,6534.0,2130,2.0,4
austin,29497748,78745,8712.0,2177,2.0,4
austin,29502747,78748,6751.0,1247,2.0,3
austin,29503745,78748,6272.0,1328,2.0,3
austin,29500742,78745,9452.0,2012,2.0,3
austin,29503737,78748,13068.0,2073,3.0,3
austin,29503729,78748,6141.0,1713,2.0,3
austin,58187228,78748,6490.0,949,2.0,2
austin,29497228,78745,6556.0,1105,2.0,3
austin,80108726,78745,5837.0,2876,3.0,4
austin,2091328724,78745,5227.0,2096,3.0,4
austin,29501221,78745,8755.0,1208,2.0,3
austin,29506220,78748,9060.0,1850,3.0,4
austin,70343218,78748,7108.0,1324,2.0,3
austin,29497213,78745,6664.0,1144,2.0,3
austin,29497212,78745,6534.0,1590,2.0,3
austin,29503706,78748,5183.0,1210,2.0,3
austin,70343204,78748,3598.0,1699,3.0,3
austin,29503703,78748,4965.0,1500,3.0,3
austin,29500700,78745,8276.0,1354,2.0,3
austin,29506198,78748,8537.0,1328,2.0,3
austin,70343197,78748,5227.0,1699,3.0,3
austin,58316695,78748,7405.0,1543,2.0,3
austin,58316684,78748,8712.0,2688,3.0,5
austin,29503683,78748,5140.0,1247,2.0,3
austin,58316178,78748,9888.0,969,1.0,3
austin,29503666,78748,6098.0,1436,3.0,3
austin,145656157,78745,6534.0,1734,3.0,3
austin,58316146,78748,10280.0,1354,2.0,3
austin,58316140,78748,11761.2,1264,2.0,3
austin,29503633,78748,11761.2,970,2.0,2
austin,29500627,78745,6577.0,1553,2.0,3
austin,29506116,78748,7971.0,1274,2.0,3
austin,58316682,78748,6011.0,1680,2.0,3
austin,80089084,78745,9104.0,2741,3.0,4
austin,29503567,78745,6534.0,1095,2.0,3
austin,145656064,78745,6608.0,1847,3.0,3
austin,29497558,78745,20473.2,980,1.0,2
austin,29503555,78748,7840.0,1414,2.0,3
austin,29503553,78748,7274.0,1414,2.0,4
austin,63228531,78745,8712.0,1826,3.0,4
austin,29503523,78748,11325.6,2076,2.0,4
austin,29503519,78748,6664.0,1513,2.0,3
austin,58316013,78748,6011.0,1518,2.0,3
austin,29503510,78748,9496.0,1551,3.0,3
austin,29506503,78748,7230.0,1841,2.0,3
austin,29489975,78745,6534.0,1213,2.0,3
austin,29489982,78745,6416.0,1697,2.0,4
austin,29493477,78745,6577.0,1318,2.0,4
austin,29488470,78745,11761.2,1745,2.0,3
austin,121657465,78745,5227.0,2101,3.0,3
austin,29492963,78745,6882.0,1163,2.0,3
austin,29489956,78745,6446.0,1435,2.0,3
austin,29489953,78745,6490.0,1309,2.0,3
austin,29497449,78745,6098.0,1296,2.0,4
austin,29497448,78745,6534.0,1227,2.0,3
austin,29493448,78745,8755.0,1148,2.0,4
austin,29493446,78745,8102.0,1176,2.0,2
austin,29497945,78745,7623.0,1779,2.0,3
austin,29494940,78745,7840.0,2035,0.0,4
austin,29492934,78745,7927.0,1810,2.0,2
austin,125089431,78745,12196.8,3004,4.0,4
austin,29489921,78745,6534.0,1469,2.0,3
austin,29492903,78745,7318.0,2007,3.0,5
austin,29489898,78745,9626.0,1205,2.0,3
austin,29497897,78745,9104.0,1808,2.0,3
austin,125089892,78745,7797.0,1884,3.0,3
austin,58315390,78745,7492.0,2268,0.0,6
austin,29489886,78745,9147.0,1319,2.0,3
austin,29497882,78745,8102.0,1417,2.0,4
austin,29497870,78745,9378.0,2004,3.0,3
austin,29497907,78745,9626.0,1910,3.0,3
austin,29493370,78745,13939.2,1548,3.0,3
austin,29497369,78745,7710.0,1249,2.0,3
austin,29492860,78745,7405.0,1630,2.0,4
austin,29489856,78745,7274.0,1623,2.0,3
austin,29497351,78745,7230.0,1334,2.0,3
austin,29497849,78745,7710.0,1627,2.0,4
austin,29489848,78745,9757.0,1777,2.0,3
austin,29497844,78745,8276.0,2241,3.0,3
austin,29488343,78745,6795.0,1231,2.0,3
austin,29497839,78745,10018.0,2042,2.0,3
austin,29494835,78745,6621.0,828,1.0,3
austin,29497830,78745,8407.0,2032,3.0,4
austin,29497309,78745,7753.0,1267,2.0,3
austin,29493307,78745,8712.0,1356,2.0,3
austin,29497802,78745,9147.0,2168,3.0,4
austin,29488302,78745,35283.6,2000,2.0,3
austin,29497801,78745,7840.0,1856,3.0,4
austin,29489797,78745,16552.8,1732,2.0,4
austin,29493294,78745,7405.0,1272,2.0,3
austin,29493293,78745,7405.0,1184,2.0,3
austin,29488292,78745,7710.0,1227,2.0,3
austin,29497283,78745,7623.0,1587,2.0,4
austin,29488276,78745,7840.0,1620,2.0,3
austin,29493256,78745,7143.0,1536,3.0,4
austin,29494735,78745,5837.0,1300,2.0,3
austin,29494720,78745,1642.0,950,2.0,2
austin,29497716,78745,9496.0,1819,2.0,4
austin,29493210,78745,9147.0,1147,2.0,3
austin,29488208,78745,7197.0,1535,2.0,3
austin,29493200,78745,6534.0,1014,2.0,3
austin,29493193,78745,6621.0,1201,2.0,3
austin,29493679,78745,7187.0,1224,2.0,3
austin,29488178,78745,8677.0,3870,8.0,8
austin,29493167,78745,6577.0,1428,2.0,4
austin,29497656,78745,6534.0,1161,2.0,3
austin,29497652,78745,6316.0,1267,2.0,3
austin,29490147,78745,9539.0,2331,0.0,5
austin,29493646,78745,9104.0,1587,2.0,3
austin,29490141,78745,8276.0,1170,2.0,3
austin,29488639,78745,6490.0,1200,2.0,3
austin,29494636,78745,12632.4,2912,0.0,6
austin,144379635,78745,6359.0,810,1.0,3
austin,29493632,78745,9191.0,1306,2.0,3
austin,29488132,78745,8668.0,1355,2.0,4
austin,29488626,78745,8494.0,1182,2.0,3
austin,29493621,78745,8712.0,1311,2.0,3
austin,29494617,78745,6739.0,1199,2.0,3
austin,29490113,78745,5837.0,1426,2.0,3
austin,29488611,78745,7710.0,1200,2.0,3
austin,29494602,78745,7187.0,950,1.0,3
austin,29490102,78745,6011.0,1260,2.0,3
austin,29488602,78745,6141.0,980,2.0,3
austin,29490092,78745,6490.0,1362,2.0,3
austin,29497590,78745,6534.0,1824,2.0,4
austin,29493090,78745,7840.0,1218,2.0,3
austin,29493089,78745,7840.0,1420,2.0,4
austin,29494581,78745,6969.0,1293,2.0,3
austin,29494575,78745,8973.0,1500,1.0,3
austin,29488063,78745,7623.0,1337,2.0,3
austin,29493059,78745,6751.0,973,2.0,3
austin,29493556,78745,8682.0,1657,2.0,3
austin,111968550,78745,6795.0,1623,3.0,4
austin,29497534,78745,7535.0,1279,2.0,3
austin,29493530,78745,7274.0,1268,2.0,3
austin,29488530,78745,6882.0,1364,2.0,3
austin,29488030,78745,9234.0,1453,2.0,3
austin,29488029,78745,9452.0,1950,2.0,3
austin,29497527,78745,7405.0,1088,2.0,3
austin,29493527,78745,8842.0,1364,2.0,3
austin,29488022,78745,7013.0,1049,1.0,3
austin,29490019,78745,6969.0,1105,2.0,3
austin,29497510,78745,7013.0,1199,2.0,3
austin,29493508,78745,12632.4,1505,2.0,3
austin,29493506,78745,8799.0,1469,2.0,3
austin,29512941,78748,10890.0,1460,3.0,3
austin,29512939,78748,6577.0,1498,3.0,3
austin,83126437,78748,5706.0,2551,3.0,4
austin,2086221434,78748,6011.0,2219,3.0,3
austin,83126434,78748,5706.0,2282,3.0,3
austin,29510930,78748,6795.0,1605,3.0,3
austin,29505926,78748,6577.0,1341,2.0,3
austin,70357424,78748,12632.4,3220,3.0,4
austin,29512922,78748,6926.0,1392,3.0,3
austin,29509421,78748,5140.0,1265,2.0,3
austin,29509420,78748,5227.0,1137,2.0,3
austin,29512919,78748,6969.0,1527,3.0,3
austin,29505918,78748,5662.0,934,2.0,2
austin,29512916,78748,7318.0,1504,3.0,3
austin,29510915,78748,5096.0,1202,2.0,3
austin,58316907,78748,5227.0,1268,2.0,3
austin,2085766406,78748,7405.0,2413,3.0,4
austin,29512902,78748,6403.0,1819,3.0,4
austin,29510901,78748,7840.0,1436,3.0,4
austin,83823892,78748,5706.0,2253,3.0,3
austin,2090599387,78748,5706.0,2257,3.0,3
