city,zpid,zipcode,lotSizeSqFt,livingAreaSqFt,numOfBathrooms,numOfBedrooms
austin,70342315,78747,3737.0,1693,3.0,3
austin,120899767,78747,5227.0,2240,3.0,4
austin,125461889,78732,11325.6,2546,3.0,3
austin,70337634,78730,9278.0,3777,3.0,4
austin,70342314,78747,3484.0,2100,3.0,3
austin,251028264,78747,9365.0,2174,3.0,4
austin,60134383,78732,14374.8,3124,4.0,4
austin,70337633,78730,14374.8,3535,4.0,4
austin,110538801,78747,6534.0,1778,3.0,3
austin,125904370,78732,710899.2,15394,13.0,6
austin,58187129,78730,11325.6,2403,2.0,3
austin,241930679,78747,4660.0,1551,3.0,3
austin,83829836,78732,25700.4,3827,4.0,5
austin,29469676,78744,7865.0,1963,4.0,4
austin,70342291,78747,3598.0,2068,3.0,3
austin,110537564,78730,40510.8,5706,6.0,5
austin,83827821,78732,5941.0,2917,4.0,4
austin,64534498,78732,13939.2,4509,4.0,6
austin,111372786,78747,4051.0,2100,2.5,3
austin,2083654661,78744,5501.0,2361,3.0,4
austin,70343741,78747,8929.0,1708,2.0,4
austin,83816285,78747,7361.0,2562,3.0,4
austin,29469661,78744,6621.0,1124,2.0,3
austin,29359997,78732,12632.4,3471,3.0,4
austin,29359782,78732,17859.6,3745,4.0,5
austin,29356997,78732,7840.0,1923,2.0,4
austin,70342279,78747,3615.0,2068,3.0,4
austin,124837778,78732,8712000.0,3183,3.0,4
austin,125803739,78747,6054.0,2050,3.0,4
austin,70342275,78747,3615.0,2068,3.0,3
austin,29359777,78732,8668.0,3141,3.0,5
austin,29359496,78732,15681.6,4215,4.0,5
austin,125903238,78747,6250.0,2371,3.0,4
austin,70342160,78747,8450.0,2912,3.0,4
austin,120895238,78747,9452.0,3202,3.0,4
austin,29359495,78732,15246.0,3916,4.0,5
austin,250997653,78747,5270.0,1961,3.0,3
austin,29361726,78732,10089.0,3594,4.0,4
austin,121657257,78747,7927.0,1695,2.0,3
austin,29359994,78732,13068.0,3029,3.0,4
austin,70342152,78747,9626.0,2234,3.0,3
austin,121658256,78747,4007.0,2101,3.0,3
austin,83817723,78732,21344.4,2633,3.0,4
austin,83829992,78732,11325.6,4527,4.0,4
austin,29516734,78747,5401.0,1990,3.0,3
austin,29359723,78732,8842.0,2619,2.0,4
austin,29356991,78732,6882.0,2742,3.0,4
austin,111371748,78747,4007.0,1665,3.0,3
austin,29361707,78732,11761.2,2832,3.0,3
austin,80096228,78747,5227.0,1493,2.0,3
austin,120897238,78747,5532.0,2038,3.0,3
austin,29361706,78732,10018.0,2882,4.0,5
austin,29469635,78744,7492.0,1619,2.0,3
austin,29356986,78732,16117.2,4030,4.0,4
austin,29356985,78732,14374.8,3863,4.0,4
austin,29361688,78732,7753.0,2526,2.5,3
austin,29474408,78736,36154.8,1311,2.0,3
austin,125091291,78736,43560.0,3011,4.0,4
austin,241933705,78736,43560.0,3214,4.0,4
austin,29478195,78736,13068.0,2128,3.0,3
austin,29478193,78736,15246.0,1320,2.0,3
austin,84140930,78737,9234.0,3580,5.0,5
austin,29476121,78736,26571.6,1512,2.0,3
austin,29476114,78736,27007.2,1530,2.0,3
austin,29323584,78736,47916.0,3642,4.0,5
austin,243293921,78737,7405.0,2157,3.0,2
austin,29323570,78736,43560.0,3064,4.0,4
austin,29323563,78736,43560.0,3201,4.0,4
austin,202189907,78737,10890.0,2804,3.0,4
austin,80076402,78737,8712.0,3628,3.0,5
austin,119624389,78737,9147.0,3370,6.0,4
austin,84138858,78737,8276.0,2377,2.0,4
austin,119557356,78737,8102.0,2921,4.0,4
austin,80106791,78739,7056.0,3632,3.0,4
austin,202137355,78737,9191.0,2722,4.0,4
austin,83814788,78739,7448.0,1898,2.0,3
austin,83820279,78739,13068.0,3463,4.0,5
austin,69701268,78737,56192.4,1326,2.0,3
austin,80100265,78739,12196.8,4569,4.0,5
austin,70346264,78739,10018.0,3892,4.0,5
austin,250399839,78737,9975.0,2886,3.0,4
austin,29492264,78737,68389.2,2607,3.0,4
austin,83815258,78739,6621.0,2576,3.0,4
austin,70346228,78739,9975.0,3671,4.0,4
austin,83826227,78739,14810.4,4545,4.0,4
austin,70327936,78736,10193.0,2509,3.0,4
austin,29477935,78736,7797.0,1575,2.0,3
austin,70352152,78733,19602.0,4722,5.0,4
austin,79980145,78733,14810.4,2500,4.0,3
austin,29374275,78750,10280.0,2785,3.0,4
austin,29374271,78750,13503.6,3647,4.0,5
austin,58297644,78733,80150.4,3110,4.0,4
austin,29376269,78750,13503.6,3110,3.0,4
austin,2091181140,78735,10890.0,4361,4.0,4
austin,29375769,78750,17859.6,2579,3.0,4
austin,58300417,78726,8537.0,3347,4.0,6
austin,2087932767,78726,7405.0,2016,2.0,4
austin,29339640,78733,12196.8,3627,4.0,5
austin,29374767,78726,7797.0,3103,3.0,4
austin,29372265,78750,13503.6,2409,2.0,4
austin,79980136,78733,10018.0,3249,4.0,4
austin,29372264,78750,12196.8,3342,4.0,4
austin,58297635,78733,49658.4,3480,4.0,5
austin,29372755,78750,13068.0,3508,4.0,4
austin,29376254,78750,14810.4,2431,3.0,4
austin,29336633,78733,13068.0,3654,4.0,4
austin,29549753,78729,7535.0,1420,2.0,3
austin,29377253,78750,23958.0,2520,2.0,4
austin,58297632,78733,152460.0,3119,4.0,4
austin,29374751,78726,9626.0,3157,3.0,4
austin,29339630,78733,12196.8,3647,4.0,5
austin,29377246,78750,13939.2,2483,2.0,4
austin,29377241,78750,13503.6,2436,2.0,4
austin,29339628,78733,16117.2,3990,4.0,5
austin,29348626,78733,10497.0,1174,2.0,2
austin,29372736,78750,13068.0,2465,3.0,4
austin,29336625,78735,13503.6,4050,4.0,4
austin,29374226,78750,10018.0,3093,4.0,5
austin,88013718,78750,7971.0,2886,3.0,4
austin,29372718,78750,10890.0,2672,3.0,4
austin,83833118,78733,94960.8,7950,6.0,6
austin,29345117,78733,11325.6,2948,3.0,4
austin,29372716,78750,12632.4,2190,2.0,3
austin,29336617,78735,16988.4,3834,5.0,5
austin,29372714,78750,11325.6,2712,3.0,4
austin,29567212,78750,7448.0,1631,2.0,3
austin,29344963,78733,12196.8,2266,2.5,4
austin,58300210,78726,8015.0,3381,4.0,4
austin,58298112,78733,43560.0,1520,2.0,3
austin,83826209,78750,28314.0,3786,4.0,4
austin,29345111,78733,17424.0,3249,4.0,4
austin,80108609,78733,13068.0,2316,2.0,3
austin,70337705,78726,9365.0,2195,2.0,3
austin,29334609,78735,11325.6,3268,4.0,4
austin,29334607,78735,11325.6,4140,4.0,4
austin,29343606,78733,12196.8,2842,3.0,4
austin,58300191,78726,7797.0,2890,4.0,5
austin,29339606,78733,12196.8,3635,4.0,4
austin,29374191,78750,17424.0,2826,3.0,5
austin,29339603,78733,13503.6,3815,4.0,4
austin,29567189,78750,7535.0,2102,3.0,5
austin,29374688,78726,7927.0,2479,2.0,4
austin,29341600,78733,27007.2,2592,3.0,4
austin,29372688,78750,28749.6,2899,3.0,4
austin,29334597,78735,15246.0,4274,4.0,5
austin,2086105685,78726,6969.0,2258,3.0,4
austin,29343595,78733,14374.8,3127,3.0,4
austin,29372685,78750,23522.4,3400,5.0,5
austin,83819094,78732,23522.4,4747,4.0,5
austin,80098094,78733,13939.2,1981,3.0,3
austin,2086105684,78726,6534.0,2799,4.0,4
austin,64616594,78733,54014.4,6856,7.0,7
austin,29348593,78733,44866.8,3931,4.0,4
austin,2086105683,78726,6098.0,2258,3.0,4
austin,29339592,78733,15681.6,3771,4.0,4
austin,29372683,78750,85377.6,6029,5.0,5
austin,83818588,78732,44431.2,6440,6.0,5
austin,29376179,78750,12632.4,2537,2.5,3
austin,125114086,78733,12196.8,3020,4.0,4
austin,29374176,78750,14374.8,1856,2.0,3
austin,29334585,78735,9147.0,3700,3.0,4
austin,29376175,78750,13068.0,3050,4.0,4
austin,29334581,78735,26136.0,3988,4.0,4
austin,29374675,78750,13503.6,3284,4.0,4
austin,119986580,78733,82328.4,11581,10.0,7
austin,29339580,78733,15246.0,3319,3.0,4
austin,64802671,78726,8058.0,2662,3.0,4
austin,80105578,78733,13939.2,1275,1.0,2
austin,29341578,78733,141134.4,8883,7.0,5
austin,29372671,78750,16552.8,2058,3.0,4
austin,29334578,78735,16552.8,4841,6.0,5
austin,29372670,78750,16988.4,2633,3.0,4
austin,64523076,78733,103237.2,29440,0.0,1
austin,64541665,78726,10890.0,3667,4.0,5
austin,29334575,78735,23958.0,5017,4.0,4
austin,29372165,78750,8755.0,3506,4.0,5
austin,29376663,78726,6229.0,2019,2.0,3
austin,69815952,78732,11325.6,2782,3.0,3
austin,29372154,78750,10001.0,2941,3.0,4
austin,29334568,78735,34412.4,5947,7.0,5
austin,29376151,78750,18295.2,3155,3.0,4
austin,125891561,78733,13939.2,3050,4.0,4
austin,29376650,78726,5967.0,2333,3.0,4
austin,29376150,78750,16552.8,2920,3.0,4
austin,58298061,78733,52272.0,2927,3.0,4
austin,29376648,78726,6664.0,2101,2.0,3
austin,29376147,78750,13503.6,2610,3.0,4
austin,29339560,78733,15681.6,3988,5.0,5
austin,29376640,78726,5749.0,2034,2.0,4
austin,29334560,78735,23086.8,5181,5.0,4
austin,29339555,78733,11761.2,3377,4.0,5
austin,29372139,78750,20037.6,3134,4.0,6
austin,29334554,78735,15681.6,4637,5.0,4
austin,83815553,78732,22215.6,4351,5.0,5
austin,80097552,78733,43995.6,8981,6.0,5
austin,29345051,78733,12632.4,1774,3.0,3
austin,112087550,78733,151588.8,6288,6.0,6
austin,58187135,78726,6359.0,3199,3.0,4
austin,64493049,78733,13503.6,3389,4.0,5
austin,29567634,78729,11761.2,1362,2.0,3
austin,112087548,78733,43995.6,4226,6.0,5
austin,29334547,78735,31798.8,3779,5.0,4
austin,83832046,78733,46609.2,6877,6.0,5
austin,29376131,78750,20908.8,3099,3.0,4
austin,29345044,78733,13068.0,1248,2.0,3
austin,29567630,78729,11325.6,1615,2.0,4
austin,120896542,78732,14810.4,4074,5.0,5
austin,29334536,78735,15246.0,5095,5.0,4
austin,241934035,78733,13503.6,2702,3.0,4
austin,29348533,78733,15681.6,2058,2.0,4
austin,29374628,78750,120661.2,4368,4.0,5
austin,29334533,78735,14810.4,4106,4.0,4
austin,29376626,78726,7840.0,1917,2.0,3
austin,29377625,78726,36154.8,3403,4.0,4
austin,29375124,78726,7143.0,3292,4.0,4
austin,29345027,78733,13068.0,1977,4.0,3
austin,29334527,78735,16988.4,4435,5.0,4
austin,29348525,78733,12632.4,1397,2.0,3
austin,64510024,78733,10323.0,2495,3.0,4
austin,29372620,78750,13068.0,2222,3.0,4
austin,88027119,78750,6098.0,2650,3.0,4
austin,83830023,78732,11761.2,3765,5.0,4
austin,58298019,78733,84506.4,4862,5.0,4
austin,29549615,78729,6838.0,1764,2.0,3
austin,29348518,78733,44866.8,5163,5.0,5
austin,29376615,78726,8276.0,2925,3.0,4
austin,29374614,78750,27007.2,3262,3.0,4
austin,83814016,78732,87120.0,6327,0.0,0
austin,58298014,78733,43560.0,7555,7.0,6
austin,29373112,78726,7013.0,3366,4.0,5
austin,29374111,78750,17859.6,2243,2.0,4
austin,95050509,78733,57499.2,7770,7.0,5
austin,29373109,78726,11761.2,3461,4.0,4
austin,83824009,78732,12196.8,3557,3.0,5
austin,70330509,78733,43560.0,4548,5.0,4
austin,29345004,78733,11325.6,2470,4.0,3
austin,2091268106,78726,10410.0,2623,3.0,4
austin,29348502,78733,11761.2,2275,3.0,3
austin,29374103,78750,14810.4,2400,3.0,3
austin,29372153,78750,10018.0,3771,4.0,5
austin,29374601,78750,16117.2,3955,4.0,4
austin,80094463,78735,14810.4,3263,4.0,3
austin,29376600,78726,7753.0,2017,2.0,4
austin,29376592,78726,7840.0,3034,3.5,4
austin,29567588,78729,8668.0,1632,2.0,3
austin,29377587,78726,37897.2,4536,5.0,5
austin,96638330,78729,6403.0,2679,4.0,4
austin,29374583,78750,22215.6,2489,5.0,3
austin,29377581,78726,44431.2,2598,3.0,4
austin,29376581,78726,9234.0,2448,3.0,4
austin,29567577,78729,13068.0,1868,2.0,3
austin,29376577,78726,6534.0,3239,4.0,4
austin,29549576,78729,6969.0,1400,2.0,4
austin,29375075,78726,14374.8,3513,3.0,5
austin,2119482073,78726,10410.0,2761,3.0,4
austin,29373073,78726,8712.0,3499,4.0,4
austin,29549570,78729,8015.0,1380,2.0,3
austin,110539069,78750,16552.8,2416,3.0,5
austin,29372569,78750,10062.0,2893,4.0,4
austin,29370568,78750,12196.8,2246,3.0,3
austin,29376566,78726,7361.0,2180,2.0,4
austin,29557063,78750,16552.8,1764,2.0,3
austin,29376062,78750,15681.6,2286,3.0,3
austin,29377561,78726,9757.0,3355,4.0,4
austin,29375060,78726,7840.0,2358,2.0,4
austin,119619056,78726,10454.0,2611,3.0,3
austin,29376055,78750,12632.4,1912,2.0,3
austin,2130779052,78750,8363.0,1970,2.0,2
austin,29376551,78726,11325.6,3232,4.0,4
austin,29376548,78726,14810.4,2377,2.0,4
austin,29376044,78750,15681.6,2004,2.0,4
austin,29372543,78750,10105.0,2610,2.0,4
austin,29370345,78759,11325.6,2297,3.0,4
austin,29549542,78729,8712.0,1877,2.0,3
austin,83828039,78750,8363.0,1970,2.0,2
austin,70332037,78726,14810.4,3334,3.0,3
austin,29374537,78750,13939.2,2234,2.0,4
austin,29373035,78726,8712.0,3387,3.0,4
austin,29549534,78729,7579.0,1608,2.0,4
austin,29376534,78726,10018.0,3096,4.0,5
austin,29376033,78750,13939.2,2822,3.0,4
austin,64733030,78726,9452.0,4391,3.0,4
austin,29372528,78750,10018.0,2562,2.0,4
austin,70332027,78726,13068.0,2866,3.0,3
austin,29376026,78750,13068.0,2942,3.0,4
austin,29376522,78726,6969.0,2034,2.0,4
austin,29374521,78750,13503.6,3246,3.0,4
austin,29372519,78750,9365.0,2526,3.0,4
austin,29378016,78726,46609.2,3252,2.5,4
austin,29376016,78750,9757.0,2875,3.0,4
austin,29376515,78726,7436.0,3054,3.0,5
austin,29375015,78726,7405.0,2879,3.0,4
austin,29372514,78750,13939.2,3309,3.0,5
austin,29375013,78726,7230.0,2710,3.0,4
austin,29372511,78750,11761.2,3165,4.0,4
austin,29372510,78750,9600.0,2513,3.0,4
austin,29376508,78726,7753.0,2652,3.0,4
austin,29370507,78750,10890.0,2888,4.0,4
austin,29378005,78726,12196.8,2795,4.0,4
austin,29377504,78726,9321.0,3435,4.0,5
austin,29374001,78750,8668.0,3049,4.0,4
austin,2089944878,78728,3998.0,2406,3.0,4
austin,125889344,78728,4573.0,1819,3.0,3
austin,29421917,78754,18730.8,4250,4.0,6
austin,29363039,78759,6229.0,2309,2.0,4
austin,29364036,78759,14374.8,2739,3.0,4
austin,29363031,78759,5488.0,2304,3.0,3
austin,29363021,78759,6046.0,2221,3.0,3
austin,29364520,78759,59677.2,3884,4.0,4
austin,29364512,78759,10890.0,3800,4.0,5
austin,29364510,78759,33105.6,4017,3.0,5
austin,29364509,78759,19602.0,2652,3.0,4
austin,29364009,78759,22215.6,2335,3.0,3
austin,29353458,78731,20037.6,3666,4.0,4
austin,29435895,78758,4399.0,1097,1.0,3
austin,29356457,78731,12196.8,2940,2.5,4
austin,29356496,78731,10018.0,2584,4.0,5
austin,29435898,78758,4138.0,1064,2.0,2
austin,29355955,78731,16552.8,2073,3.0,4
austin,29438250,78759,25264.8,2011,2.0,3
austin,29437389,78758,13503.6,1641,2.0,3
austin,29435896,78758,4007.0,1087,2.0,3
austin,29437385,78758,11325.6,1384,2.0,3
austin,29355452,78731,12632.4,3670,3.0,4
austin,29432896,78758,6969.0,1162,2.0,3
austin,29435882,78758,4160.0,1137,2.0,3
austin,29356451,78731,3920.0,1965,3.0,3
austin,58299448,78759,11325.6,2922,3.0,5
austin,29353496,78731,15681.6,3221,3.0,4
austin,29355447,78731,8276.0,2487,3.0,2
austin,29437244,78759,9234.0,2248,2.0,4
austin,29433743,78759,21344.4,2577,3.0,4
austin,29432876,78758,7448.0,1603,2.0,2
austin,29437375,78758,10454.0,1422,3.0,3
austin,58299737,78759,13939.2,2425,3.0,3
austin,29355445,78731,7840.0,2985,3.0,3
austin,29437374,78758,9801.0,1400,2.0,3
austin,29349443,78731,13503.6,4053,4.0,5
austin,29437227,78759,9713.0,2151,2.0,3
austin,89461434,78731,13503.6,4809,5.0,4
austin,29432726,78759,16552.8,2233,3.0,3
austin,29437216,78759,9626.0,2002,2.0,3
austin,29353426,78731,11325.6,2761,3.0,4
austin,29435855,78758,5357.0,1058,2.0,2
austin,29432716,78759,12196.8,2730,3.0,5
austin,29349426,78731,12196.8,4800,6.0,6
austin,29437214,78759,9016.0,2006,2.0,4
austin,58303994,78758,8276.0,1441,2.0,3
austin,29435845,78758,4268.0,1042,2.0,2
austin,29433845,78758,7100.0,1530,2.0,3
austin,29352920,78731,12196.8,2742,3.0,4
austin,29437211,78759,9757.0,2782,4.0,5
austin,29356413,78731,3920.0,1475,3.0,2
austin,29432702,78759,12632.4,1939,2.0,4
austin,29432701,78759,11761.2,2080,3.0,4
austin,29433491,78758,7187.0,1334,2.0,3
austin,29353902,78731,25264.8,3682,4.0,4
austin,58303827,78758,7448.0,1303,2.0,3
austin,29355488,78731,6098.0,1769,2.0,3
austin,29438175,78759,9844.0,1991,2.0,3
austin,58299669,78759,12196.8,2400,3.0,5
austin,241929891,78731,12196.8,3525,5.0,5
austin,58299666,78759,9844.0,2257,2.0,3
austin,29432818,78758,8276.0,1264,2.0,3
austin,29432309,78758,8232.0,1686,2.0,3
austin,29435808,78758,4181.0,962,1.0,2
austin,29432642,78759,13939.2,2748,3.0,4
austin,29432295,78758,8712.0,1576,2.0,3
austin,58303785,78758,6882.0,1309,2.0,3
austin,29432637,78759,13068.0,2054,3.0,3
austin,62605135,78759,8668.0,1114,2.0,2
austin,29432284,78758,8237.0,1496,2.0,3
austin,29438124,78759,9147.0,2221,3.0,5
austin,70331967,78731,11761.2,3498,4.0,4
austin,58303783,78758,6838.0,1117,2.0,3
austin,29432116,78759,7901.0,1670,2.0,3
austin,29353379,78731,9147.0,1970,2.0,4
austin,29438113,78759,17424.0,1936,2.0,3
austin,29356377,78731,5183.0,1601,2.0,1
austin,29432283,78758,7884.0,1790,2.0,4
austin,29351376,78731,10018.0,3007,3.0,4
austin,29432650,78759,14810.4,2558,3.0,4
austin,29349375,78731,20037.6,2831,2.0,3
austin,58299592,78759,5140.0,2500,3.0,4
austin,29349874,78731,5649.0,1450,2.0,3
austin,58299590,78759,12196.8,2645,3.0,3
austin,70331968,78731,11761.2,4200,4.0,3
austin,29438086,78759,10018.0,2766,3.0,4
austin,29353860,78731,8054.0,2356,2.0,2
austin,29432262,78758,10280.0,1891,2.0,4
austin,58299585,78759,15681.6,2558,3.0,4
austin,29356469,78731,9321.0,2356,3.0,4
austin,58299082,78759,10018.0,2181,3.0,4
austin,58299072,78759,11325.6,2002,2.0,3
austin,29356347,78731,13939.2,3358,3.0,4
austin,29434250,78758,11761.2,1594,2.0,3
austin,58299044,78759,17424.0,2892,4.0,4
austin,58299543,78759,12632.4,2221,3.0,3
austin,63834832,78731,7100.0,2708,3.0,3
austin,29434244,78758,8319.0,1563,2.0,3
austin,58299030,78759,13503.6,2561,2.0,4
austin,29434243,78758,7971.0,1382,2.0,3
austin,29435738,78758,4573.0,1074,2.0,3
austin,29434235,78758,7100.0,1454,2.0,3
austin,29353319,78731,4704.0,2424,2.0,3
austin,29355818,78731,9147.0,2622,3.0,4
austin,29434227,78758,7927.0,1450,2.0,3
austin,29349817,78731,2871.0,1020,2.0,2
austin,29358814,78731,12632.4,3040,3.0,4
austin,29353312,78731,11761.2,2898,4.0,4
austin,29353810,78731,53578.8,3346,2.0,2
austin,29355809,78731,9670.0,2638,2.0,5
austin,29349809,78731,2662.0,946,2.0,2
austin,29434210,78758,25264.8,1584,2.0,4
austin,29435701,78758,6795.0,1731,2.0,4
austin,29358799,78731,576734.4,6718,6.0,5
austin,29355789,78731,9583.0,3044,3.0,4
austin,29437489,78758,6403.0,2348,3.0,4
austin,29349788,78731,2871.0,1020,2.0,2
austin,29436188,78758,5562.0,1042,3.0,2
austin,29432186,78758,8276.0,1584,2.0,4
austin,29351279,78731,29620.8,3474,4.0,5
austin,29432183,78758,8407.0,1453,2.0,3
austin,29353278,78731,12196.8,3098,3.0,4
austin,29358777,78731,16552.8,3935,3.0,4
austin,58304177,78758,4613.0,1173,2.0,3
austin,29349775,78731,2788.0,961,2.0,2
austin,29434174,78758,6621.0,1467,2.0,3
austin,29353270,78731,13503.6,2362,3.0,3
austin,29433674,78758,10323.0,1592,2.0,3
austin,29349769,78731,2091.0,819,2.0,1
austin,29358768,78731,15246.0,2492,3.0,3
austin,58304166,78758,4613.0,1173,2.0,3
austin,29358767,78731,13503.6,3346,4.0,5
austin,119630659,78758,3584.0,1365,3.0,2
austin,29433152,78758,7666.0,1548,2.0,3
austin,29434149,78758,8668.0,1484,2.0,3
austin,58299471,78750,25264.8,3369,3.0,3
austin,29432143,78758,11761.2,1528,2.0,3
austin,29358757,78731,19166.4,2626,4.0,4
austin,29431995,78759,11325.6,2112,3.0,4
austin,58304141,78758,9452.0,1761,3.0,3
austin,121655484,78731,6616.0,1316,2.0,3
austin,29433137,78758,7056.0,1244,2.0,3
austin,29353257,78731,11325.6,2676,3.0,4
austin,70342129,78747,6054.0,2912,3.0,4
austin,29434126,78758,6403.0,1306,2.0,3
austin,29351257,78731,13068.0,2652,3.0,3
austin,70342126,78747,8929.0,2156,2.0,3
austin,29351248,78731,243936.0,4009,6.0,4
austin,145656125,78744,5837.0,2394,2.0,3
austin,29349476,78731,17424.0,3480,5.0,5
austin,58311623,78747,5924.0,1652,2.0,3
austin,29351243,78731,16117.2,2204,3.0,4
austin,29434106,78758,6664.0,1459,2.0,3
austin,29437484,78758,10062.0,1967,2.0,4
austin,29350239,78731,12632.4,3075,3.0,4
austin,80097207,78747,4181.0,2068,3.0,3
austin,29433652,78758,7535.0,980,1.0,2
austin,58304090,78758,7013.0,1128,2.0,3
austin,29351234,78731,12632.4,3078,3.0,4
austin,89546621,78747,7405.0,2730,3.0,4
austin,83829201,78747,6011.0,1652,2.0,3
austin,29470113,78747,6054.0,1476,2.0,3
austin,83830191,78747,6316.0,1605,2.0,3
austin,29351228,78731,13939.2,1844,2.0,4
austin,120897717,78747,5018.0,1220,2.0,3
austin,29516715,78747,9670.0,2078,2.0,3
austin,29351717,78731,12632.4,2886,2.0,3
austin,58304058,78758,8581.0,1618,3.0,3
austin,89546182,78747,6229.0,2622,3.0,5
austin,29436057,78758,9191.0,1502,2.0,3
austin,241933108,78744,8712.0,2930,3.0,3
austin,29351216,78731,17424.0,3758,5.0,5
austin,80103668,78747,6882.0,1314,2.0,3
austin,70343701,78747,6229.0,2472,3.0,4
austin,241933107,78744,8450.0,2398,2.0,3
austin,80096167,78747,4791.0,1314,2.0,3
austin,29358712,78731,39639.6,3577,4.0,4
austin,251034700,78747,18295.2,2452,3.0,4
austin,89546664,78747,6359.0,1375,2.0,3
austin,29433548,78758,7143.0,1089,2.0,3
austin,29436043,78758,14810.4,1953,3.0,4
austin,64703147,78747,3876.0,1702,3.0,3
austin,29516197,78747,9321.0,2536,2.0,3
austin,58311604,78747,6969.0,2111,3.0,3
austin,64835207,78731,9278.0,3552,4.0,4
austin,120900641,78747,6708.0,2505,3.0,4
austin,58304044,78758,9365.0,1386,2.0,3
austin,29433544,78758,6534.0,1318,2.0,3
austin,29353685,78731,10236.0,4372,5.0,4
austin,58298669,78731,12196.8,4231,5.0,4
austin,58298668,78731,8363.0,4422,5.0,5
austin,29351662,78731,12632.4,2673,3.0,4
austin,29436016,78758,12632.4,1356,2.0,3
austin,29433516,78758,8929.0,1792,2.0,3
austin,29350151,78731,15681.6,4001,4.0,4
austin,29433511,78758,6534.0,1500,2.0,3
austin,29353649,78731,11325.6,2717,3.0,4
austin,29434009,78758,7840.0,1387,2.0,3
austin,29437506,78758,9321.0,1568,2.0,3
austin,29351631,78731,12632.4,2256,3.0,4
austin,29355629,78731,12196.8,2814,3.0,5
austin,2133737620,78759,5837.0,1147,2.0,2
austin,29353120,78731,11761.2,3068,4.0,4
austin,29355619,78731,10454.0,2192,3.0,4
austin,29353117,78731,12196.8,2648,3.0,4
austin,29351613,78731,9931.0,2410,3.0,4
austin,29355612,78731,9801.0,2106,2.0,4
austin,29353109,78731,4059.0,1417,2.0,2
austin,29356608,78731,13068.0,2688,3.0,3
austin,29350108,78731,40075.2,5082,4.0,5
austin,29355602,78731,16117.2,2477,3.0,4
austin,29353596,78731,9583.0,3459,5.0,5
austin,29353094,78731,4059.0,1370,2.0,2
austin,29350091,78731,10585.0,3102,4.0,4
austin,29350082,78731,15246.0,2834,3.0,5
austin,29353581,78731,7971.0,3263,4.0,5
austin,29356580,78731,9844.0,2804,3.0,5
austin,29353574,78731,10890.0,2781,3.0,5
austin,29355571,78731,12632.4,2800,3.0,4
austin,29353069,78731,3846.0,1920,3.0,3
austin,29355566,78731,10236.0,2214,2.0,4
austin,29355557,78731,9975.0,2300,3.0,4
austin,29349555,78731,10236.0,2877,3.0,4
austin,29355542,78731,5227.0,1927,2.0,3
austin,29353539,78731,13503.6,3953,3.0,4
austin,29350038,78731,15246.0,2930,5.0,3
austin,29356534,78731,9757.0,2002,2.0,3
austin,70330533,78731,22651.2,3060,4.0,4
austin,29350033,78731,13068.0,2600,3.0,4
austin,29355448,78731,18295.2,3846,3.0,4
austin,29350025,78731,15246.0,3405,4.0,4
austin,29349521,78731,16988.4,2388,3.0,3
austin,29356516,78731,9801.0,2407,3.0,4
austin,29353516,78731,12196.8,2540,3.0,4
austin,29358508,78731,22215.6,2815,3.0,4
austin,29356466,78731,14374.8,2989,3.0,5
austin,29358504,78731,17859.6,2590,3.0,4
austin,29356501,78731,10018.0,2992,3.0,5
austin,29426972,78758,9408.0,1811,2.0,4
austin,29422472,78757,6991.0,1421,2.0,3
austin,29434431,78753,8454.0,1789,2.0,3
austin,58303413,78753,9016.0,1574,2.0,3
austin,58303408,78753,8145.0,1458,2.0,3
austin,58302915,78758,12632.4,2161,2.0,3
austin,119617902,78753,6751.0,2575,3.0,4
austin,58303400,78753,10018.0,1960,2.0,3
austin,120895895,78753,5880.0,2378,4.0,4
austin,29434395,78753,14810.4,1385,2.0,3
austin,58303394,78753,11325.6,1348,2.0,3
austin,29436394,78758,8276.0,1719,3.0,3
austin,125090887,78753,8842.0,2396,4.0,4
austin,58304383,78758,11325.6,2180,3.0,4
austin,58303883,78758,9278.0,1610,2.0,3
austin,58303381,78753,11761.2,1371,2.0,3
austin,29434380,78753,13068.0,1190,2.0,3
austin,119618879,78753,7056.0,2794,4.0,4
austin,29434379,78753,13068.0,1878,2.0,4
austin,58303877,78758,9408.0,1754,3.0,3
austin,29436371,78758,5227.0,1642,3.0,3
austin,29434370,78753,10890.0,1902,2.0,3
austin,58303868,78758,9038.0,2279,3.0,3
austin,29434367,78753,9626.0,1281,2.0,3
austin,58302866,78758,15681.6,1970,2.0,3
austin,29434359,78753,12196.8,1725,2.0,3
austin,58304354,78758,10236.0,2080,2.5,4
austin,58303352,78753,13068.0,2070,3.0,3
austin,29427967,78753,6795.0,1138,2.0,2
austin,29434344,78753,10846.0,1644,2.0,3
austin,29425965,78753,10890.0,1888,2.0,4
austin,58304343,78758,10193.0,1804,3.0,3
austin,29427963,78753,9713.0,1295,2.0,3
austin,29425462,78753,7884.0,1366,2.0,4
austin,29434337,78753,9931.0,1998,2.0,3
austin,29434336,78753,10890.0,1560,2.0,5
austin,29422959,78753,8668.0,1246,2.0,3
austin,119621835,78753,13068.0,2836,4.0,4
austin,29427957,78753,8042.0,1382,2.0,2
austin,29429973,78758,8494.0,1652,2.0,3
austin,58304829,78758,12632.4,2227,3.0,4
