city,zpid,zipcode,garageSpaces,hasAssociation,yearBuilt,lotSizeSqFt,livingAreaSqFt,numOfBathrooms,numOfBedrooms,numOfStories
austin,124837220,78741,4,True,2014,6751.0,2035,3.0,3,2
austin,80092714,78744,0,True,2006,5314.0,2322,3.0,4,2
austin,120901705,78741,0,False,2010,5837.0,864,2.0,2,1
austin,120899190,78744,0,True,2013,4399.0,2240,3.0,4,2
austin,29463188,78741,0,False,1949,6098.0,600,1.0,1,1
austin,29462186,78741,0,True,1985,5009.0,1258,2.0,3,1
austin,29463184,78741,0,False,1946,6272.0,1144,2.0,4,1
austin,80099180,78744,0,True,2008,4704.0,1699,3.0,3,2
austin,145658174,78744,0,True,2016,4399.0,1363,2.0,3,1
austin,83813174,78744,0,True,2010,5662.0,1560,2.0,3,1
austin,119623673,78744,0,True,2013,4573.0,2240,3.0,4,2
austin,80086671,78741,2,True,2007,5052.0,1659,3.0,3,2
austin,119619664,78744,0,True,2013,4312.0,1220,2.0,3,1
austin,124842155,78741,0,True,2014,5570.0,2181,3.0,4,2
austin,80106645,78741,0,True,2006,4486.0,1429,2.0,4,1
austin,144343622,78744,0,True,2013,8058.0,2453,3.0,4,2
del valle,29464967,78617,0,False,1982,6969.0,2024,0.0,0,2
austin,80088612,78744,2,True,2009,4965.0,1723,2.0,4,1
austin,145656110,78744,0,True,2017,4399.0,2248,3.0,3,2
austin,124841110,78741,2,True,2014,5575.0,2185,3.0,4,2
austin,64578606,78741,3,False,1946,4617.0,672,1.0,2,1
austin,29464097,78741,0,False,1952,5619.0,832,1.0,2,1
austin,80090593,78744,1,True,2008,4965.0,1452,2.0,3,1
austin,2083610083,78741,0,True,2017,6534.0,2035,3.0,3,2
austin,80094083,78741,2,True,2007,4486.0,1659,3.0,4,2
austin,145655572,78741,0,True,2015,5575.0,2035,3.0,3,2
austin,29464069,78741,0,False,1962,5662.0,1608,2.0,3,1
austin,29465457,78741,0,False,1958,7579.0,968,1.0,3,1
austin,80108056,78744,0,True,2007,4486.0,1992,3.0,4,2
austin,80102056,78744,0,True,2008,4399.0,1324,2.0,3,1
austin,69809046,78741,4,True,2006,4965.0,1586,2.0,3,1
austin,80098545,78741,0,True,2007,6708.0,1586,2.0,4,1
austin,69809042,78741,0,True,2006,4399.0,2088,3.0,4,2
austin,29464028,78741,4,False,1961,7056.0,1566,2.0,4,1
austin,69809021,78741,0,True,2006,4356.0,2088,3.0,4,2
austin,145656020,78744,0,True,2017,4356.0,1984,3.0,4,2
austin,80107018,78744,0,True,2007,4965.0,1452,2.0,3,1
austin,69809017,78741,1,True,2006,5445.0,1586,2.0,4,1
austin,29464017,78741,0,False,1961,6969.0,858,1.0,3,1
austin,145656452,78741,2,True,2015,5575.0,2185,3.0,4,2
austin,29463927,78741,3,False,1945,10018.0,1155,2.0,2,1
austin,145657505,78741,0,True,2016,4138.0,1982,3.0,3,2
austin,29463254,78741,0,False,1969,5575.0,780,1.0,3,1
austin,29420959,78753,2,False,1979,8450.0,1763,3.0,3,2
austin,29418454,78753,0,False,1979,8363.0,1833,2.0,3,1
austin,29411939,78752,2,False,1966,9365.0,2028,2.0,4,2
austin,119623829,78737,0,True,2014,8015.0,2431,2.0,4,1
austin,29420936,78753,1,False,1978,9321.0,1717,2.0,3,1
austin,121656402,78754,0,True,2013,6272.0,1661,2.0,3,1
austin,145653413,78754,0,True,2015,5445.0,3012,3.0,4,2
austin,96536821,78737,0,True,2009,7840.0,2091,2.0,3,1
austin,145653412,78754,2,True,2015,4965.0,2417,3.0,4,2
austin,29421894,78754,0,True,1994,6599.0,1716,2.0,3,1
austin,29420922,78753,2,False,1978,8808.0,1752,3.0,3,2
austin,111372408,78754,0,True,2013,4617.0,2078,3.0,3,2
austin,250400315,78737,0,True,2019,9583.0,2436,3.0,4,1
austin,2082306887,78754,0,True,2004,10018.0,1848,3.0,3,2
austin,111373407,78754,0,True,2012,4791.0,1938,3.0,3,2
austin,29412916,78752,4,True,1978,5706.0,1694,3.0,3,2
austin,29421905,78754,0,True,1999,7840.0,1791,2.0,3,1
austin,2085513810,78737,0,True,2019,9147.0,2002,3.0,3,1
austin,29421886,78754,0,True,1999,8058.0,2788,3.0,4,2
austin,29420912,78753,0,False,1977,8668.0,1725,3.0,4,2
austin,70326882,78724,0,False,2006,9060.0,1317,2.0,3,1
austin,70326997,78724,0,True,2017,4791.0,2101,3.0,3,2
austin,29412906,78752,2,True,1978,5685.0,1656,3.0,3,2
austin,29413905,78752,0,False,1971,9496.0,2090,2.0,4,1
austin,145654878,78754,1,True,2015,4399.0,2101,3.0,3,2
austin,125914877,78724,0,False,2019,8363.0,1843,3.0,3,2
austin,119630805,78737,5,True,2012,15681.6,4837,6.0,5,2
austin,29404876,78724,1,False,2001,5749.0,1467,3.0,4,2
austin,84131803,78737,3,True,2007,9931.0,2606,2.5,4,1
austin,29419872,78754,0,True,1994,6534.0,1684,2.0,3,1
austin,29419867,78754,0,True,1995,6926.0,2361,3.0,4,2
austin,89404788,78737,3,True,2008,9278.0,2505,2.0,4,1
austin,119629286,78737,3,True,2012,7840.0,2959,3.0,4,2
austin,119624286,78737,3,True,2013,9278.0,2695,2.0,4,1
austin,114157284,78737,0,True,2011,11761.2,4010,5.0,5,2
austin,29404861,78724,2,False,2001,6926.0,1335,2.0,3,1
austin,29421978,78754,5,True,2001,9147.0,4021,4.0,6,2
austin,84140779,78737,2,True,2007,10193.0,2066,2.0,3,1
austin,29421857,78754,2,True,2001,11325.6,4031,4.0,6,2
austin,58301352,78724,0,False,1996,8494.0,1430,2.0,4,1
austin,29421851,78754,2,True,2001,15246.0,4051,4.0,6,2
austin,145652348,78754,0,True,2015,8581.0,2587,3.0,4,2
austin,29421848,78754,0,True,2001,9539.0,2490,3.0,3,1
austin,58301471,78724,1,False,1979,6782.0,890,1.0,3,1
austin,29415848,78754,2,True,1995,3920.0,1385,3.0,3,2
austin,29404848,78724,0,False,2001,6577.0,1000,2.0,3,1
austin,58301342,78724,2,False,1974,7274.0,1459,2.0,3,1
austin,122141766,78737,3,True,2015,13503.6,3832,3.0,4,1
austin,29404840,78724,2,False,2000,6534.0,1809,4.0,4,2
austin,122188764,78737,0,True,2013,10018.0,2829,4.0,4,1
austin,29421968,78754,0,True,2001,7710.0,2318,3.0,4,2
austin,125805837,78754,0,True,2014,5227.0,2386,4.0,4,2
austin,114157259,78737,0,True,2011,10236.0,3245,4.0,4,2
austin,58301337,78724,2,False,1973,7230.0,1548,3.0,4,1
austin,2091752753,78737,3,True,2018,12632.4,3559,4.0,5,2
austin,119624252,78737,0,True,2012,9016.0,2688,2.0,3,1
austin,114157251,78737,0,True,2011,10454.0,3194,4.0,4,1
austin,29404825,78724,0,False,1999,6098.0,1335,2.0,3,1
austin,114157250,78737,2,True,2011,9408.0,2605,3.0,3,1
austin,29421824,78754,0,True,2001,9147.0,4051,3.0,6,2
austin,122186247,78737,0,True,2013,11325.6,2766,3.0,3,1
austin,29404820,78724,0,False,1999,7318.0,1178,2.0,3,1
austin,58301316,78724,1,False,1973,6490.0,1266,2.0,3,1
austin,250400725,78737,2,True,2018,8276.0,2424,3.0,3,1
austin,29419816,78754,0,True,1996,8799.0,2586,2.0,4,1
austin,111963222,78737,0,True,2010,9016.0,3119,3.0,5,1
austin,111371313,78754,0,True,2012,4486.0,2353,3.0,3,2
austin,70338445,78754,0,True,2005,8973.0,1877,2.0,3,1
austin,29415806,78754,0,True,1996,3659.0,1074,2.0,2,1
austin,250400696,78737,0,True,2017,7801.0,2949,4.0,4,1
austin,84130691,78737,2,True,2006,13939.2,2986,4.0,4,2
austin,250400686,78737,2,True,2019,7840.0,2436,3.0,3,1
austin,243292681,78737,0,True,2016,8276.0,2246,3.0,3,1
austin,29419791,78754,0,True,1996,7710.0,2075,2.0,3,1
austin,121651444,78754,0,True,2014,5270.0,2565,3.0,4,2
austin,29415791,78754,1,True,1995,4573.0,1074,2.0,2,1
austin,243292672,78737,0,True,2016,8276.0,3189,4.0,5,1
austin,250400671,78737,2,True,2019,8276.0,2662,3.0,4,1
austin,29419789,78754,2,True,1996,6621.0,2214,2.0,4,1
austin,67388669,78737,2,True,2004,9278.0,2814,3.0,4,1
austin,29402781,78724,0,False,1973,8363.0,1354,2.0,3,1
austin,63296780,78754,0,True,2004,8969.0,1848,2.5,3,2
austin,29421779,78754,2,True,1995,7143.0,1984,3.0,4,2
austin,119618943,78754,0,True,2013,5662.0,2305,3.0,4,2
austin,145655272,78754,0,True,2015,4965.0,1647,2.0,3,1
austin,243292661,78737,0,True,2016,9670.0,2563,2.0,3,1
austin,29415770,78754,2,True,1995,3920.0,1280,2.0,3,1
austin,125255154,78737,0,True,2014,10454.0,2674,3.0,4,1
austin,243292647,78737,3,True,2016,10062.0,2786,3.0,4,2
austin,84131647,78737,0,True,2007,8842.0,2647,2.0,4,1
austin,125903263,78754,0,True,2015,4399.0,2305,3.0,4,2
austin,202190144,78737,0,True,2018,9801.0,2838,3.0,4,1
austin,2089819262,78754,0,True,2005,9583.0,2487,3.0,4,2
austin,67388640,78737,0,True,2004,9583.0,3538,4.0,5,2
austin,70334262,78724,0,True,2017,5619.0,2221,3.0,3,2
austin,84132139,78737,2,True,2007,9496.0,2750,3.0,4,2
austin,29410262,78724,0,False,1980,7405.0,1168,2.0,3,1
austin,70326938,78724,0,True,2009,4051.0,896,2.0,2,1
austin,125252138,78737,0,True,2014,10759.0,3651,4.0,4,1
austin,70334261,78724,0,True,2018,5619.0,2221,3.0,3,2
austin,29410261,78724,0,False,1980,7710.0,1215,2.0,3,1
austin,58301760,78724,0,False,1996,6577.0,1273,2.0,3,1
austin,122186635,78737,0,True,2013,8276.0,2884,3.0,4,2
austin,119632258,78754,0,True,2013,4573.0,1342,2.0,3,1
austin,243292628,78737,3,True,2016,7840.0,2647,3.0,4,1
austin,122186618,78737,0,True,2013,8929.0,3512,4.0,4,2
austin,121656254,78754,0,True,2014,4791.0,1665,3.0,3,2
austin,70334254,78724,0,True,2018,5619.0,2049,3.0,3,2
austin,119556614,78737,0,True,2014,12196.8,3524,4.0,4,1
austin,89415111,78737,0,True,2008,10454.0,2584,3.0,4,1
austin,69686105,78737,3,True,2005,15246.0,4381,5.0,5,2
austin,70338436,78754,0,True,2005,8973.0,2250,3.0,5,2
austin,125234103,78737,0,True,2014,11325.6,3144,4.0,4,1
austin,84139166,78737,0,True,2007,7840.0,1963,2.0,3,1
austin,84133081,78737,0,True,2007,9408.0,3891,4.0,5,2
austin,145550234,78754,0,True,2015,5175.0,2417,3.0,4,2
austin,29421932,78754,2,True,2001,10454.0,2820,3.0,4,2
austin,202190580,78737,0,True,2016,12196.8,3494,4.0,4,1
austin,243294071,78737,3,True,2018,7840.0,2954,4.0,4,2
austin,29415732,78754,0,True,1978,2874.0,1288,2.0,2,2
austin,114157283,78737,6,True,2011,18730.8,3879,4.0,4,2
austin,29415731,78754,0,True,1974,2439.0,1332,2.0,2,2
austin,119557562,78737,0,True,2013,9147.0,2512,3.0,4,1
austin,96632061,78737,0,True,2009,13068.0,3096,4.0,4,1
austin,243294557,78737,0,True,2017,7801.0,2429,3.0,3,1
austin,29415730,78754,2,True,1974,2626.0,1683,3.0,3,2
austin,119618057,78737,0,True,2012,14374.8,4464,4.0,5,2
austin,84076548,78737,3,True,2007,10018.0,2953,3.0,4,2
austin,84076546,78737,0,True,2007,8276.0,3103,3.0,5,1
austin,202136952,78737,0,True,2012,12196.8,3511,4.0,5,1
austin,70334227,78724,0,True,2017,5401.0,2000,3.0,3,2
austin,70334226,78724,0,True,2016,5401.0,2199,3.0,3,2
austin,62571530,78737,3,False,2002,34848.0,3884,5.0,4,2
austin,70334225,78724,0,True,2017,5401.0,2008,3.0,3,2
austin,111964529,78737,3,True,2010,2500.0,3000,3.0,3,1
austin,29415723,78754,0,True,1974,2874.0,1788,2.5,3,2
austin,84132028,78737,0,True,2007,9147.0,2505,2.0,3,1
austin,121654722,78754,0,True,2014,5575.0,1566,2.0,3,1
austin,29415721,78754,2,True,1974,3615.0,2021,3.0,4,2
austin,299721525,78737,0,True,2019,16988.4,3447,4.0,4,1
austin,121654714,78754,2,True,2014,5532.0,1695,2.0,4,1
austin,70334208,78724,0,True,2017,8886.0,2201,3.0,3,2
austin,84133019,78737,0,True,2007,9104.0,3188,3.0,4,1
austin,70334205,78724,0,True,2017,6446.0,2218,3.0,3,2
austin,145654204,78754,0,True,2015,4965.0,2587,3.0,4,2
austin,84131014,78737,0,True,2007,13068.0,3427,4.0,4,1
austin,70334203,78724,0,True,2017,5793.0,2008,3.0,3,2
austin,125230511,78737,0,True,2014,9147.0,2456,3.0,3,1
austin,70334201,78724,0,True,2017,6011.0,2000,3.0,3,2
austin,122141008,78737,3,True,2015,16552.8,3497,4.0,4,1
austin,111371700,78754,0,True,2013,4617.0,2068,3.0,3,2
austin,89404506,78737,2,True,2008,8319.0,3063,5.0,5,2
austin,121656199,78754,0,True,2015,5009.0,2068,3.0,3,2
austin,84076987,78737,0,True,2007,6599.0,1883,2.0,3,1
austin,28607483,78737,2,True,1997,85813.2,3016,3.0,4,2
austin,67384481,78737,0,False,2003,219542.4,2263,2.0,3,2
austin,70334193,78724,0,True,2017,9539.0,2256,2.0,3,1
austin,29421928,78754,2,True,2001,9949.0,2821,3.0,4,2
austin,29415688,78754,0,True,1996,4051.0,1182,2.0,3,1
austin,80077472,78737,2,True,2006,7535.0,2204,2.0,3,1
austin,2087879680,78724,0,True,2018,6011.0,2629,3.0,3,1
austin,96563965,78737,0,True,2008,16552.8,4036,4.0,4,2
austin,111372174,78754,0,True,2012,4356.0,2068,3.0,3,2
austin,28584946,78737,1,False,1985,87120.0,1212,2.0,1,1
austin,119625499,78737,0,True,2011,6534.0,2372,3.0,4,1
austin,2143441667,78754,0,True,2003,8973.0,2331,3.0,4,1
austin,28597926,78737,0,True,1999,702622.8,3616,3.0,3,2
austin,96554925,78737,0,True,2009,8276.0,2548,3.0,4,1
austin,28597925,78737,0,True,2001,157687.2,3691,4.0,4,1
austin,119618672,78754,0,True,2013,5270.0,1352,2.0,3,1
austin,64879918,78736,2,False,1984,71002.8,1992,2.0,2,1
austin,29415660,78754,0,True,1995,4791.0,1318,2.0,3,1
austin,29415659,78754,0,True,1995,4639.0,1318,2.0,3,1
austin,111373658,78754,2,True,2013,5619.0,2537,3.0,4,2
austin,28587911,78737,1,False,1977,80586.0,1854,2.0,3,2
austin,29415652,78754,2,False,1965,12632.4,1538,2.0,3,1
austin,114156908,78737,3,True,2010,13939.2,3579,4.0,4,2
austin,119617150,78754,0,True,2014,5837.0,2305,3.0,4,2
austin,28589407,78737,3,False,1979,98445.6,1974,2.0,3,1
austin,83820405,78736,2,False,1994,1003622.4,2886,3.0,3,1
austin,241931145,78754,0,True,2016,5183.0,2873,3.0,5,2
austin,28589404,78737,0,False,1998,103237.2,1438,2.0,3,1
austin,122185897,78737,3,True,2013,7840.0,3459,4.0,4,2
austin,29415642,78754,0,False,1971,17859.6,2541,3.0,4,1
austin,89406896,78737,0,True,2008,23522.4,3930,4.0,4,2
austin,29404642,78724,0,False,1974,9539.0,1344,2.0,3,1
austin,29404641,78724,2,False,1974,9234.0,1908,2.0,3,1
austin,111373138,78754,2,True,2011,4979.0,1227,2.0,3,1
austin,29417634,78754,2,False,1982,17424.0,2266,3.0,3,1
austin,111373133,78754,0,True,2011,9278.0,1352,2.0,4,1
austin,63596878,78737,0,True,2004,13068.0,2626,2.0,3,1
austin,29404632,78724,0,False,1984,8668.0,1324,2.0,3,1
austin,122187375,78737,2,True,2013,8276.0,3504,5.0,4,1
austin,29404630,78724,2,False,1974,8799.0,1330,2.0,3,1
austin,63596871,78737,0,True,2005,7753.0,2420,2.0,5,1
austin,63596866,78737,0,True,2004,20473.2,3503,4.0,5,1
austin,241935120,78724,0,True,2018,4617.0,2388,3.0,3,2
austin,29407619,78724,4,True,2004,6111.0,1450,3.0,3,2
austin,28601857,78737,0,False,1985,148104.0,1781,3.0,4,1
austin,29407616,78724,4,False,1974,8842.0,1576,2.0,3,1
austin,119620848,78737,0,True,2011,110206.8,4829,5.0,4,1
austin,96616348,78737,0,True,2009,15246.0,3245,4.0,4,2
austin,28601848,78737,2,False,1971,153331.2,1446,2.0,3,1
austin,29415606,78754,4,False,1971,17424.0,2076,3.0,3,2
austin,55299840,78737,0,True,2002,70567.2,4537,6.0,4,1
austin,29415600,78754,0,False,1971,43560.0,3438,3.0,4,1
austin,29407595,78724,0,False,1980,9496.0,1288,2.0,3,1
austin,114157307,78737,6,True,2010,11761.2,2648,3.0,4,2
austin,114157306,78737,2,True,2011,8276.0,2596,3.0,4,1
austin,114157301,78737,3,True,2011,8712.0,2557,0.0,4,1
austin,202137298,78737,2,True,2015,10062.0,2034,3.0,3,1
austin,29410328,78724,0,False,1980,6621.0,1048,1.0,3,1
austin,29404589,78724,2,False,1977,11325.6,1536,3.0,3,2
austin,84134291,78737,0,True,2007,19166.4,3700,4.5,5,1
austin,84129791,78737,2,True,2006,12196.8,3907,4.0,5,2
austin,96581787,78737,0,True,2009,7840.0,2030,2.0,3,1
austin,111372586,78754,4,True,2012,5575.0,1627,2.0,3,1
austin,94729785,78737,2,True,2008,9670.0,2857,3.0,4,2
austin,2093866778,78737,1,True,2017,71438.4,3820,4.0,4,2
austin,29401078,78724,4,False,1974,7558.0,1127,2.0,3,1
austin,111965777,78737,0,True,2010,7840.0,2268,2.0,3,1
austin,121656068,78754,0,True,2014,4530.0,1342,2.0,3,1
austin,96568275,78737,0,True,2009,13939.2,3853,3.0,4,2
austin,111961773,78737,0,True,2010,7884.0,2333,2.0,3,1
austin,67386272,78737,0,True,2003,89733.6,5860,6.0,5,1
austin,29404564,78724,0,False,1977,10193.0,1184,2.0,3,1
austin,28595767,78737,2,True,1998,46173.6,3194,4.0,5,2
austin,29415562,78754,0,False,1975,21344.4,1773,3.0,3,1
austin,144271054,78754,0,True,2013,5357.0,2068,3.0,3,2
austin,29404553,78724,0,False,1977,8929.0,1212,2.0,4,1
austin,121654549,78754,0,True,2014,4399.0,2305,3.0,4,2
austin,2087666753,78737,0,True,2018,82328.4,4002,4.0,4,1
austin,28595753,78737,4,True,1984,132858.0,3221,3.0,3,3
austin,29401049,78724,0,False,1973,9147.0,1758,2.0,4,1
austin,28595751,78737,2,True,1990,84506.4,4072,5.0,5,2
austin,28595748,78737,0,True,1995,85377.6,2811,3.0,3,2
austin,96629741,78737,3,True,2009,17424.0,3659,4.0,4,2
austin,28595737,78737,2,True,1984,94525.2,2635,3.0,4,1
austin,28587235,78737,20,False,2018,337590.0,4004,5.0,4,1
austin,67386230,78737,3,True,2003,169448.4,4352,5.0,5,2
austin,29404537,78724,0,False,1977,8668.0,2344,2.0,3,2
austin,2083707534,78754,0,True,2005,8973.0,1877,2.0,3,1
austin,241932025,78754,0,True,2016,5445.0,2101,3.0,4,2
austin,122186710,78737,0,True,2013,6534.0,2084,3.0,3,1
austin,80074704,78737,0,True,2007,7405.0,2345,2.0,4,1
austin,119631192,78737,2,True,2012,14374.8,2317,3.0,4,2
austin,58301506,78724,0,False,1978,8276.0,1503,2.0,3,1
austin,80083187,78737,2,True,2006,9583.0,2962,3.0,4,2
austin,80082183,78737,2,True,2006,10454.0,2382,4.0,4,1
austin,111371503,78754,0,True,2012,4791.0,2068,3.0,3,2
austin,111965182,78737,0,True,2010,8276.0,2456,3.0,3,1
austin,80076677,78737,2,True,2006,11325.6,2747,3.0,5,2
austin,84076993,78737,0,True,2008,9583.0,2299,3.0,3,1
austin,28595662,78737,2,True,2001,90169.2,3769,4.0,4,1
austin,2093052659,78737,3,True,2017,66646.8,2862,3.0,3,1
austin,28595658,78737,0,True,1979,98445.6,2116,2.0,3,1
austin,67389655,78737,0,True,2004,9583.0,1802,2.0,3,1
austin,28595652,78737,0,True,1999,112820.4,3250,4.0,5,2
austin,119622151,78737,0,True,2014,155509.2,3736,4.0,5,1
austin,84076991,78737,0,True,2007,1516323.6,2819,3.0,4,2
austin,28601135,78737,0,True,1986,50965.2,2038,3.0,3,1
austin,125235134,78737,0,True,2015,7840.0,2157,2.0,3,1
austin,125256633,78737,3,True,2013,10454.0,2857,3.0,4,1
austin,96611129,78737,0,True,2009,7927.0,2033,2.0,4,1
austin,243292627,78737,0,True,2016,14810.4,3752,3.0,4,1
austin,67389624,78737,2,True,2004,8189.0,2769,3.0,4,2
austin,28601124,78737,0,True,1985,122839.2,3306,4.0,4,2
austin,67388620,78737,0,True,2003,13068.0,3667,5.0,4,1
austin,67389616,78737,0,True,2005,8712.0,2602,3.0,4,1
austin,67389615,78737,0,True,2004,9147.0,2413,4.0,4,2
austin,28595615,78737,0,True,1980,81021.6,2012,3.0,3,2
austin,122188614,78737,0,True,2013,7405.0,3010,3.0,4,2
austin,84138104,78737,0,True,2006,20037.6,3895,5.0,5,2
austin,119557600,78737,0,True,2012,10018.0,3642,5.0,5,2
austin,55299100,78737,0,True,2007,175982.4,3820,4.0,5,1
austin,84136989,78737,3,True,2007,18295.2,3776,4.0,4,1
austin,119628591,78737,0,True,2012,1516323.6,2484,3.0,4,1
austin,29489089,78736,0,False,1994,74923.2,5393,6.0,5,2
austin,80079583,78737,0,True,2006,8058.0,2345,2.0,4,1
austin,84076564,78737,0,True,2007,7840.0,2956,3.0,4,1
austin,125333561,78737,0,True,2014,8145.0,2700,3.0,4,2
austin,67388560,78737,0,True,2003,13503.6,2508,3.0,4,2
austin,67388558,78737,0,True,2004,8276.0,2883,3.0,4,2
austin,28602057,78737,0,True,2005,52707.6,3632,4.0,4,1
austin,67388555,78737,0,True,2003,10193.0,2025,2.0,4,1
austin,28602054,78737,0,True,2006,50094.0,3693,4.0,5,2
austin,69679553,78737,2,False,2008,217800.0,2584,2.0,4,1
austin,67388550,78737,0,True,2003,10497.0,1851,2.0,3,1
austin,67388548,78737,0,True,2004,13939.2,2979,3.0,5,1
austin,28595540,78737,6,False,2002,218671.2,3036,3.0,3,2
austin,28602032,78737,0,True,2000,46609.2,4662,5.0,4,2
austin,125296531,78737,0,True,2014,8712.0,2372,4.0,3,1
austin,28602027,78737,0,True,1998,78843.6,4641,5.0,4,1
austin,111966024,78737,0,True,2010,10454.0,2420,3.0,4,1
dripping springs,243292018,78737,0,True,2015,60984.0,3247,4.0,5,1
austin,114157017,78737,0,True,2010,11761.2,2600,3.0,4,1
austin,28602016,78737,5,True,1998,150717.6,3116,5.0,4,2
austin,202157510,78737,3,True,2015,8581320.0,4459,6.0,5,2
austin,202157509,78737,0,True,2015,92782.8,3937,4.0,4,1
austin,84138508,78737,3,True,2007,17859.6,4083,5.0,5,2
austin,2099842005,78737,3,True,2018,65775.6,2876,4.0,4,1
austin,125327505,78737,0,True,2014,7361.0,2047,3.0,3,1
austin,69692500,78737,0,True,2005,7797.0,2345,2.0,4,1
austin,29490474,78749,2,False,1983,7535.0,2220,3.0,3,2
austin,29478965,78749,0,False,1980,8624.0,1650,2.0,3,1
austin,64657976,78748,0,True,2003,7405.0,1961,2.0,4,1
austin,29485459,78749,0,False,1978,10890.0,1824,2.0,3,1
austin,29488950,78749,0,True,1998,9408.0,1692,2.0,3,1
austin,58317493,78748,2,True,2000,10149.0,2726,3.0,4,2
austin,29516457,78747,0,True,1982,6725.0,1513,2.0,3,1
austin,64681491,78739,3,True,2004,15681.6,4048,4.0,5,2
austin,29515488,78748,0,True,1998,8712.0,2142,2.0,3,1
austin,80095446,78748,2,True,2013,5706.0,2284,3.0,3,2
austin,29488943,78749,0,True,1999,14374.8,2036,3.0,3,2
austin,80090945,78748,2,True,2008,7000.0,3500,4.0,4,2
austin,29485430,78749,0,False,1975,10890.0,1689,2.0,3,1
austin,70346215,78739,0,True,2008,10018.0,3583,4.0,4,2
austin,70327932,78736,3,True,2005,10171.0,3472,3.5,4,2
austin,114406429,78736,2,False,2011,8929.0,2032,3.0,4,2
austin,70346210,78739,0,True,2008,8886.0,3104,4.0,4,2
austin,29477424,78736,0,False,1971,16988.4,1777,2.0,3,1
austin,64829923,78736,0,True,2005,11761.2,3450,4.0,4,2
austin,70335184,78739,2,True,2006,10018.0,3592,4.0,5,2
austin,80096421,78735,0,True,2007,12196.8,3572,3.0,5,2
austin,79980998,78739,0,True,2007,6621.0,2351,2.0,3,2
austin,70336921,78735,3,True,2005,12196.8,4523,4.0,4,2
austin,70346170,78739,0,True,2006,9801.0,2880,3.0,3,1
austin,64621918,78736,2,True,2004,18295.2,3482,3.0,5,2
austin,83828157,78739,0,True,2011,6795.0,2592,4.0,4,2
austin,29477412,78736,0,True,1970,13939.2,1698,2.0,3,1
austin,119631155,78739,0,True,2014,9975.0,2844,4.0,4,2
austin,29475910,78736,0,False,1985,16117.2,1257,2.0,3,1
austin,70346267,78739,0,True,2008,9670.0,3323,4.0,4,2
austin,80102154,78739,0,True,2010,10497.0,2985,3.0,3,1
austin,70346145,78739,0,True,2007,10018.0,3109,3.0,4,1
austin,29477905,78736,2,False,1984,8712.0,1602,3.0,3,2
austin,83819132,78739,0,True,2013,14374.8,5536,5.0,5,2
austin,83815126,78739,3,True,2014,18295.2,4284,4.0,5,2
austin,70327902,78736,2,True,2006,7840.0,2105,2.0,3,1
austin,70343126,78739,0,True,2006,9099.0,2929,3.0,4,1
austin,83822617,78739,0,True,2010,6577.0,3181,4.0,5,2
austin,70343101,78739,0,True,2005,11761.2,4047,4.0,4,2
austin,70342990,78739,4,True,2005,10846.0,3498,4.0,4,2
austin,80091899,78735,0,True,2010,14374.8,3622,4.0,4,2
austin,70343091,78739,3,True,2005,11761.2,4046,4.0,5,2
austin,79981086,78739,0,True,2006,8145.0,3420,3.0,4,2
austin,29477897,78736,2,False,1983,9016.0,1742,3.0,4,2
austin,29477896,78736,0,False,1983,8712.0,1582,3.0,3,2
austin,29328893,78735,3,True,1997,138085.2,3816,3.0,3,1
austin,70343082,78739,0,True,2006,11325.6,3840,4.0,5,2
austin,29331389,78735,0,True,1984,58806.0,3916,3.0,4,2
austin,29331386,78735,0,True,1984,38332.8,3847,5.0,4,1
austin,80104576,78739,0,True,2010,7361.0,2119,2.0,3,1
austin,79981073,78739,2,True,2007,7448.0,3080,3.0,4,2
austin,29328883,78735,0,True,1983,60984.0,2951,3.0,3,1
austin,29477381,78735,4,False,1965,18295.2,1738,2.0,3,1
austin,29477879,78736,2,True,1983,10454.0,1582,3.0,3,2
austin,79981068,78739,0,True,2006,6708.0,2330,2.0,3,2
austin,29331378,78735,2,True,1984,43995.6,3989,4.0,3,2
austin,2084004377,78735,0,True,2019,9234.0,2890,4.0,4,3
austin,79981064,78739,0,True,2007,6621.0,2520,3.0,4,2
austin,29475874,78736,2,False,1983,14374.8,1461,2.0,3,2
austin,83825370,78735,0,True,2015,40946.4,5664,6.0,5,2
austin,83819555,78739,0,True,2010,6621.0,2026,2.0,4,1
austin,58316555,78737,2,True,1978,105850.8,2677,3.0,4,1
austin,83819370,78735,0,True,2014,39639.6,4360,5.0,0,1
austin,70327870,78736,3,True,2005,12196.8,3888,4.0,5,2
austin,70343049,78739,0,True,2006,9888.0,3152,3.0,4,2
austin,29331367,78735,0,True,1983,53578.8,3550,4.0,3,2
austin,80092544,78739,0,True,2007,8886.0,2855,3.0,5,2
austin,70327863,78736,0,True,2005,7200.0,2861,3.0,4,2
austin,70343041,78739,6,True,2005,10223.0,3638,4.0,5,2
austin,29475862,78736,2,False,1995,14374.8,1682,3.0,3,2
austin,70343037,78739,2,True,2006,8973.0,3878,4.0,4,2
austin,29328861,78735,5,True,1999,199940.4,11871,9.0,6,3
austin,29328860,78735,0,True,1997,90604.8,3725,4.0,3,2
austin,29477859,78736,0,False,1984,6708.0,1656,3.0,3,2
austin,29477999,78736,0,False,1980,8276.0,1759,2.0,4,1
