zpid,city,zipcode,latitude,longitude,yearBuilt,latestPrice,latest_salemonth,lotSizeSqFt,livingAreaSqFt,avgSchoolRating,numOfBathrooms,numOfBedrooms
58317632,austin,78748,30.14918709,-97.80866241,2001,249900,4,6795,1540,3.666666667,2,3
119622209,austin,78748,30.16170502,-97.79781342,2013,289900,3,6054,1658,3.333333333,3,3
83827555,austin,78748,30.14896393,-97.83260345,2012,315000,7,7666,2658,3.666666667,3,4
58317628,austin,78748,30.14961815,-97.80826569,2001,215000,11,6795,2003,3.666666667,2,3
29515374,austin,78748,30.14976311,-97.84925079,1999,313000,12,10541,1573,7.333333333,2,3
70335551,austin,78748,30.15249443,-97.84132385,2003,280000,2,4965,1763,5.666666667,3,3
80087627,austin,78748,30.14525986,-97.80556488,2007,319900,8,6316,2026,3.666666667,2,3
29515373,austin,78748,30.14964867,-97.84941864,2000,315000,9,6490,2123,7.333333333,3,4
80096708,austin,78748,30.15636253,-97.80065155,2012,359000,7,8102,2593,3.333333333,3,4
70335546,austin,78748,30.15060806,-97.84210205,2005,289000,8,8189,1570,5.666666667,3,3
119620706,austin,78748,30.16729736,-97.79540253,2014,295595,12,5749,1772,3.333333333,2,3
144399871,austin,78739,30.17998123,-97.90550232,2012,489000,8,9234,2396,9,3,3
79982039,austin,78748,30.14440155,-97.83802032,2007,289000,8,6969,1900,3.666666667,3,3
29506205,austin,78748,30.18052483,-97.81295776,1982,295000,9,7666,1775,3.333333333,3,3
29511204,austin,78748,30.16971779,-97.79488373,1997,249900,3,5227,1241,3.333333333,2,3
58317618,austin,78748,30.14995956,-97.80664063,2000,349900,6,10497,2907,3.666666667,3,4
64743539,austin,78748,30.15102005,-97.84030151,2004,300000,4,7139,1946,5.666666667,3,3
80089703,austin,78748,30.15472221,-97.8028717,2007,345000,3,8799,2526,3.333333333,2,4
29510360,austin,78748,30.18039513,-97.84846497,1968,199900,7,34412.4,2680,7.333333333,3,4
79982037,austin,78748,30.14805412,-97.83876038,2006,305500,4,5749,2524,3.666666667,4,4
29505699,austin,78748,30.17966843,-97.79051208,1975,280000,5,6621,1461,3.333333333,2,3
29514850,austin,78748,30.15739822,-97.85903168,1999,450000,6,12196.8,2941,7.333333333,3,4
64427031,austin,78748,30.15235329,-97.83863068,2003,259000,10,4225,1422,5.666666667,3,3
29513849,austin,78739,30.1596489,-97.87220001,1992,774900,6,43560,3448,7.333333333,3,4
29511192,austin,78748,30.1696434,-97.79346466,1995,274000,7,6446,1299,3.333333333,2,3
70335523,austin,78748,30.15137863,-97.84282684,2005,280000,3,7187,1870,5.666666667,3,3
29515347,austin,78748,30.15033531,-97.85110474,1998,299900,8,6011,1420,7.333333333,2,4
64721106,austin,78748,30.15038681,-97.80995941,2003,419900,9,10890,3071,3.666666667,3,5
64820022,austin,78748,30.15098572,-97.84101868,2004,285000,7,5880,1909,5.666666667,3,4
70357599,austin,78747,30.15130043,-97.78691101,2007,265000,3,6098,2094,5.333333333,3,3
83126518,austin,78748,30.14761925,-97.84300995,2008,198900,6,5749,1944,3.666666667,3,4
29515345,austin,78748,30.15060997,-97.85111237,1998,270000,10,6011,1375,7.333333333,2,3
70357598,austin,78747,30.15117073,-97.78696442,2006,327499,11,6229,2601,5.333333333,3,4
119621344,austin,78739,30.16857529,-97.89157104,2013,459900,9,6795,2492,7.333333333,3,4
63228686,austin,78747,30.15647888,-97.78826141,2004,204900,9,6141,2684,5.333333333,3,4
70343344,austin,78748,30.17424965,-97.85197449,2010,545000,9,13068,2597,7.333333333,3,4
29509185,austin,78748,30.1778965,-97.81245422,1981,325000,1,8015,1619,3.333333333,2,3
70357596,austin,78747,30.15091324,-97.78707123,2007,275000,2,6534,2162,5.333333333,2,4
70335484,austin,78748,30.1522522,-97.84396362,2005,295000,4,4748,1860,5.666666667,3,4
29511844,austin,78739,30.17125511,-97.86965942,1986,400000,5,8145,2067,7.333333333,2,4
29514843,austin,78748,30.15812302,-97.85957336,2000,315000,1,16552.8,2440,7.333333333,3,4
63228684,austin,78747,30.15634918,-97.78797913,2004,339900,6,6098,2958,5.333333333,3,4
70357588,austin,78747,30.14983749,-97.78766632,2007,299900,9,7405,2062,5.333333333,2,3
119631340,austin,78748,30.14758682,-97.85316467,2019,395031,10,11761.2,2303,7.333333333,3,4
80096082,austin,78748,30.14486504,-97.80603027,2009,299900,5,6577,1914,3.666666667,2,3
29512340,austin,78748,30.16475105,-97.85464478,1985,325000,8,6621,1662,7.333333333,2,3
29511181,austin,78748,30.17003059,-97.79336548,1995,269900,5,7797,1440,3.333333333,3,3
70343337,austin,78748,30.17396545,-97.85334015,2008,685000,8,13503.6,4024,7.333333333,4,5
58317581,austin,78748,30.1517601,-97.80632782,2001,364000,9,9757,3268,3.666666667,4,4
29513337,austin,78748,30.15909386,-97.85045624,1987,459900,6,11325.6,2275,7.333333333,3,4
70357580,austin,78747,30.15022087,-97.78681183,2007,229900,12,8712,3096,5.333333333,3,3
145552335,austin,78739,30.16654205,-97.89048767,2015,615000,6,8973,3449,7.333333333,4,4
70357578,austin,78747,30.1505127,-97.78676605,2006,307000,7,7884,1909,5.333333333,3,4
70343335,austin,78748,30.17346954,-97.85321808,2010,599000,10,14374.8,2638,7.333333333,3,4
70357575,austin,78747,30.15093231,-97.78662872,2006,299900,3,6534,1609,5.333333333,2,3
29509172,austin,78748,30.17630386,-97.81177521,1982,299000,2,7927,1709,3.333333333,2,4
80094571,austin,78748,30.14689636,-97.80594635,2013,323500,1,5793,2523,3.666666667,3,3
80087168,austin,78748,30.15623474,-97.80294037,2009,360000,10,10018,2758,3.333333333,3,4
58317564,austin,78748,30.15187073,-97.80680084,2002,415000,3,7840,3131,3.666666667,4,4
58317563,austin,78748,30.15202332,-97.8067627,2002,400000,6,7884,2928,3.666666667,4,4
29511162,austin,78748,30.1739769,-97.79306793,1997,232900,7,5096,1247,3.333333333,2,3
29509161,austin,78748,30.17479324,-97.81137085,1963,440000,8,65340,1558,3.333333333,1,3
70357478,austin,78747,30.15239716,-97.78691864,2006,289900,4,6621,1708,5.333333333,2,3
83831831,austin,78748,30.14240646,-97.84911346,2011,440000,12,7840,2932,7.333333333,3.5,4
29515498,austin,78748,30.15139771,-97.85244751,1999,365000,10,6621,2300,7.333333333,3,3
64538045,austin,78748,30.15196037,-97.80440521,2003,400000,8,10890,2917,3.666666667,4,4
58317544,austin,78748,30.15211296,-97.80584717,2001,399999,5,8145,2917,3.666666667,3,4
29513497,austin,78748,30.15911293,-97.852211,1988,375000,5,7684,1860,7.333333333,3,3
29509157,austin,78748,30.17702484,-97.81090546,1955,350000,10,43995.6,1208,3.333333333,1,2
70357536,austin,78747,30.1494503,-97.78836823,2006,275000,5,5488,1609,5.333333333,2,3
29511996,austin,78739,30.17088127,-97.87432098,1999,445000,4,9931,3045,7.333333333,4,4
29509154,austin,78748,30.17822075,-97.81067657,1981,450000,4,27007.2,2142,3.333333333,4,3
70343323,austin,78748,30.17403603,-97.85392761,2007,615000,5,15681.6,3091,7.333333333,3,4
29514823,austin,78739,30.15678406,-97.86534882,1993,549000,10,50094,2750,7.333333333,2,4
64886821,austin,78739,30.14943314,-97.8583374,2003,450000,3,14810.4,2549,7.333333333,2,4
70343317,austin,78748,30.1753006,-97.8546524,2006,675000,1,23522.4,3892,7.333333333,4,4
114406315,austin,78748,30.15456009,-97.8470459,2011,275000,10,5532,2239,7.333333333,2.5,4
111371813,austin,78748,30.14725494,-97.85386658,2012,425000,3,5749,3195,7.333333333,4,4
29515310,austin,78748,30.15277672,-97.850914,1999,299900,11,5662,1573,7.333333333,2,3
70335308,austin,78748,30.16134834,-97.84814453,2007,450000,4,10454,3186,7.333333333,4,5
29511806,austin,78739,30.17004204,-97.86737061,1991,400000,11,11761.2,2440,7.333333333,3,4
29514805,austin,78739,30.15520859,-97.86245728,1984,499999,8,43560,3082,7.333333333,4,3
70343303,austin,78748,30.17356491,-97.85028839,2010,570000,4,13068,3589,7.333333333,4,4
29512302,austin,78748,30.16483116,-97.85678864,1983,379000,6,14810.4,1806,7.333333333,2,3
29514801,austin,78739,30.15790558,-97.86065674,1984,500000,11,54885.6,2774,7.333333333,3,4
70335296,austin,78748,30.16315269,-97.84860992,2005,425000,4,11761.2,2365,7.333333333,2,3
29513789,austin,78739,30.16390038,-97.86878967,1991,525000,9,24829.2,3318,7.333333333,3,5
119618787,austin,78739,30.16858292,-97.89149475,2014,459900,10,6882,2489,7.333333333,3,3
29514784,austin,78748,30.15419769,-97.8574295,1998,340000,5,9626,2074,7.333333333,2,4
29513781,austin,78739,30.16314316,-97.86972809,1993,405000,4,17859.6,2328,7.333333333,3,4
119616778,austin,78739,30.16986847,-97.89020538,2014,469000,10,6751,2747,7.333333333,4,4
29514778,austin,78748,30.15473747,-97.85447693,1997,385000,8,9496,1982,7.333333333,2,3
2092363276,austin,78739,30.16736984,-97.88891602,2018,533545,3,6751,2935,7.333333333,4,4
29514773,austin,78748,30.15414429,-97.85528564,1996,399000,7,13068,2333,7.333333333,2,3
119630272,austin,78739,30.16857719,-97.8932724,2014,475000,6,6751,2464,7.333333333,3,4
29512267,austin,78748,30.16567993,-97.85704803,1983,399000,7,12632.4,2108,7.333333333,2,4
70343262,austin,78748,30.1767025,-97.8525238,2011,575000,12,16988.4,3040,7.333333333,3,3
64449760,austin,78739,30.15373039,-97.8602066,2003,519000,11,20908.8,3124,7.333333333,3,4
29513759,austin,78739,30.16431808,-97.86683655,1979,369000,9,21780,2167,7.333333333,2,3
29513756,austin,78739,30.16023254,-97.8625412,1993,625000,3,44431.2,3269,7.333333333,3,4
29512254,austin,78748,30.16880035,-97.85684204,1973,385000,12,37897.2,1778,7.333333333,2,3
29512750,austin,78739,30.16723061,-97.87425232,2002,547000,10,14374.8,3518,7.333333333,3,3
29514748,austin,78748,30.15554619,-97.85626221,1996,395000,11,10149,2227,7.333333333,2,3
29513747,austin,78739,30.16087151,-97.86067963,1994,575000,5,43995.6,3731,7.333333333,4,5
70343243,austin,78748,30.17566872,-97.84902191,2010,695000,10,17859.6,3818,7.333333333,5,4
70343242,austin,78748,30.17538452,-97.84880066,2010,699000,5,16117.2,3603,7.333333333,5,5
29512742,austin,78739,30.16485405,-97.87043762,1985,429000,6,17859.6,1724,7.333333333,2,3
29511736,austin,78739,30.17244148,-97.86543274,1985,279000,2,8537,1846,7.333333333,2,3
120897234,austin,78748,30.15266418,-97.84699249,2012,279900,9,5445,1438,7.333333333,3,3
2090311233,austin,78748,30.15014076,-97.85787201,2013,359000,12,11761.2,2154,7.333333333,3,3
29514726,austin,78748,30.15586472,-97.85481262,1999,425000,4,9016,2796,7.333333333,3,4
29512723,austin,78739,30.16869164,-97.87355804,1999,450000,9,15681.6,3614,7.333333333,2,3
119626216,austin,78748,30.14822197,-97.85116577,2014,350000,4,11761.2,1691,7.333333333,2,3
29513713,austin,78748,30.16209221,-97.85925293,1984,525000,4,43995.6,2464,7.333333333,3,4
58317710,austin,78748,30.15185356,-97.85260773,2000,324990,4,6621,1573,7.333333333,2,3
58317709,austin,78748,30.15175438,-97.85272217,2000,329900,10,6621,1668,7.333333333,2,3
119621208,austin,78739,30.16856575,-97.89222717,2013,449770,8,8232,2071,7.333333333,2,3
29511707,austin,78739,30.17036438,-97.86169434,1985,400000,9,21344.4,2141,7.333333333,3,4
29513704,austin,78739,30.16204643,-97.86636353,1994,500000,12,43560,2959,7.333333333,3,4
29514694,austin,78748,30.15584946,-97.85877228,2001,452000,11,14374.8,3206,7.333333333,4,4
29514692,austin,78748,30.15676308,-97.85441589,1998,425000,8,15246,2700,7.333333333,3,4
58317685,austin,78748,30.15269279,-97.85256958,2000,339500,10,5749,1851,7.333333333,3,3
29514682,austin,78748,30.15876007,-97.85540009,2000,475000,6,14374.8,2766,7.333333333,3,3
29514680,austin,78748,30.15829086,-97.85488892,1999,435000,6,13939.2,2356,7.333333333,2.5,4
83829679,austin,78739,30.17966843,-97.90057373,2014,644580,11,8145,3121,9,4,5
64804679,austin,78739,30.15145683,-97.86006927,2004,500000,5,14374.8,3941,7.333333333,4,5
64732679,austin,78748,30.16320992,-97.84944153,2004,435000,5,9583,2697,7.333333333,2,4
29513677,austin,78739,30.16332054,-97.86489105,1975,595000,12,23086.8,2065,7.333333333,2,3
64574173,austin,78739,30.15222931,-97.86116028,2003,445000,2,17424,2614,7.333333333,2,4
64525173,austin,78739,30.14867401,-97.85796356,2004,549000,6,15246,3155,7.333333333,4,4
29513673,austin,78739,30.1633358,-97.8632431,1975,510000,9,23086.8,1835,7.333333333,3,3
29514667,austin,78748,30.15699768,-97.8573761,2000,450000,6,9453,2796,7.333333333,3,4
119624220,austin,78739,30.16945267,-97.88866425,2013,424900,9,7013,1828,7.333333333,2,3
111372154,austin,78748,30.14553261,-97.85206604,2013,389999,11,5676,2332,7.333333333,3,3
29514654,austin,78748,30.15830421,-97.85590363,1998,485000,10,15246,2776,7.333333333,3,3
29511652,austin,78739,30.1713028,-97.85913086,1991,479500,12,10890,2641,7.333333333,3,4
29515418,austin,78748,30.15057373,-97.85549164,1996,254000,10,8058,1441,7.333333333,2,3
119630142,austin,78739,30.16887474,-97.89328003,2013,439900,4,6751,1887,7.333333333,2,3
29511629,austin,78748,30.17132759,-97.85187531,1987,405000,5,15681.6,1862,7.333333333,2,3
125804127,austin,78739,30.16822815,-97.89002991,2015,589000,7,8015,3141,7.333333333,3,4
29512627,austin,78739,30.16607285,-97.86685944,1976,329000,12,27878.4,2374,7.333333333,2,3
29512625,austin,78739,30.16729355,-97.86688232,1983,455000,5,20908.8,2482,7.333333333,2,3
119623119,austin,78739,30.16935539,-97.8924942,2014,569500,8,6969,3137,7.333333333,4,5
29512617,austin,78739,30.16476059,-97.86248779,1977,465000,4,26136,2225,7.333333333,2,4
29511615,austin,78748,30.17269516,-97.85321045,1987,449000,11,16552.8,2213,7.333333333,2,4
83827267,austin,78739,30.17969131,-97.90624237,2012,459000,12,10628,2066,9,2,3
29511604,austin,78748,30.17130661,-97.85254669,1992,526000,5,17424,3005,7.333333333,4,4
125904100,austin,78739,30.16825485,-97.88830566,2017,525000,5,6751,2643,7.333333333,3,4
29512599,austin,78739,30.16907883,-97.86370087,1982,525000,4,23086.8,2240,7.333333333,2,3
29512597,austin,78739,30.16887856,-97.86308289,1982,425000,5,25700.4,2344,7.333333333,2,4
64458595,austin,78739,30.14892769,-97.85808563,2004,340000,4,14810.4,2549,7.333333333,2,3
29513593,austin,78748,30.15958023,-97.85237122,1988,274900,3,7405,1515,7.333333333,2,3
29511591,austin,78739,30.17174149,-97.85775757,1984,385000,3,20037.6,2158,7.333333333,2,4
29512590,austin,78739,30.16889954,-97.8608551,1983,284900,12,21344.4,2262,7.333333333,2,4
29514644,austin,78748,30.15829468,-97.85823822,1996,500000,11,14374.8,2989,7.333333333,4,5
70332589,austin,78748,30.17053795,-97.84796906,2007,329900,9,7535,2046,5,2,4
29514587,austin,78748,30.1571846,-97.84786987,2001,515000,3,18730.8,3484,7.333333333,4,5
29513587,austin,78748,30.160326,-97.85205841,1989,394700,8,6969,1713,7.333333333,2,4
70332586,austin,78748,30.17028236,-97.84754181,2008,275000,1,9844,2443,5,3,4
29511586,austin,78739,30.17302513,-97.8584671,1984,425000,5,10890,2235,7.333333333,2,4
29513584,austin,78748,30.16092873,-97.8521347,1987,405000,10,8363,1873,7.333333333,2,3
29513583,austin,78748,30.16088295,-97.8523407,1987,385000,11,7927,1854,7.333333333,3,4
64534580,austin,78739,30.1502552,-97.85997772,2003,475000,10,15681.6,2230,7.333333333,2,4
29512574,austin,78748,30.16723824,-97.85910034,1981,512000,5,18730.8,2600,7.333333333,4,4
119623572,austin,78748,30.1472435,-97.85198212,2015,345000,4,11761.2,1796,7.333333333,2,3
29510560,austin,78739,30.18063164,-97.89278412,1995,475000,4,22215.6,3052,9,3,1
29511555,austin,78748,30.17099762,-97.85748291,1973,479000,3,23958,2273,7.333333333,3,4
83126554,austin,78748,30.14470291,-97.85012054,2008,399900,5,7666,2374,7.333333333,3,3
29512552,austin,78739,30.16599274,-97.8649826,1977,299000,2,21780,2150,7.333333333,4,4
111373050,austin,78748,30.14213753,-97.85056305,2013,495000,2,11761.2,3285,7.333333333,4,4
70343297,austin,78748,30.17412376,-97.84973907,2010,434003,4,13939.2,2653,7.333333333,3,3
83126549,austin,78748,30.14593506,-97.84973907,2009,390000,9,6098,3098,7.333333333,3,4
83126545,austin,78748,30.14547539,-97.84914398,2008,379000,5,10890,2107,7.333333333,2,3
29515544,austin,78739,30.15274811,-97.86743164,1994,529000,10,43560,2464,7.333333333,3,4
145656495,austin,78739,30.17167091,-97.90718842,2015,699900,8,9748,3244,9,5,4
83824540,austin,78748,30.14529228,-97.85442352,2011,610000,8,43560,3448,7.333333333,4,4
111371036,austin,78748,30.14254189,-97.84984589,2014,418000,4,7492,2076,7.333333333,2,4
251029034,austin,78739,30.16632843,-97.89215851,2017,550000,2,7710,2905,7.333333333,3,4
29514529,austin,78748,30.15493393,-97.85070801,1999,433000,6,19166.4,2796,7.333333333,3,5
29513527,austin,78748,30.16370583,-97.85285187,1988,419900,10,7013,2221,7.333333333,3,4
29514526,austin,78748,30.15454483,-97.85139465,1999,405000,8,11761.2,2250,7.333333333,2,4
29515525,austin,78739,30.15003777,-97.86543274,1992,550000,2,66646.8,2893,7.333333333,3,4
29512524,austin,78739,30.16818619,-97.86110687,1982,419997,6,20908.8,2052,7.333333333,2,4
83819021,austin,78748,30.14283371,-97.85238647,2010,325000,9,7230,2122,7.333333333,2,4
2084648020,austin,78739,30.16699982,-97.89260101,2019,522930,9,6751,2657,7.333333333,3,4
64443019,austin,78739,30.15272141,-97.86149597,2003,439000,6,17424,3941,7.333333333,4,5
29513519,austin,78748,30.16438293,-97.85441589,1987,335000,5,10236,1587,7.333333333,3,3
29510519,austin,78749,30.1796093,-97.85744476,1993,430000,3,9016,2751,7.333333333,3,4
60139018,austin,78739,30.15096283,-97.86068726,2002,455000,4,16552.8,2616,7.333333333,2,4
29513518,austin,78748,30.16427422,-97.85578918,1986,430000,4,7797,2640,7.333333333,3,4
29446017,austin,78727,30.43567467,-97.74299622,1985,195000,9,7971,1454,7.666666667,2,4
29514768,austin,78748,30.15437889,-97.85699463,1998,390000,8,9743,2608,7.333333333,3,4
60139008,austin,78739,30.14955902,-97.85919952,2002,550000,5,18730.8,3642,7.333333333,4,4
29512508,austin,78739,30.16772842,-97.8611145,1974,300000,12,23086.8,2429,7.333333333,4,4
29367821,austin,78759,30.41744614,-97.76617432,1993,615000,8,16552.8,2576,8.333333333,3,4
64609006,austin,78739,30.15311241,-97.86006165,2003,428250,5,15246,2230,7.333333333,2,4
29515506,austin,78739,30.15213203,-97.86422729,1993,539000,5,54450,2896,7.333333333,2,4
125917502,austin,78739,30.16797638,-97.88776398,2016,525000,11,6760,2901,7.333333333,4,4
29512501,austin,78739,30.16663933,-97.86064148,1978,450000,5,23958,2282,7.333333333,2,3
29369233,austin,78759,30.42338181,-97.75336456,1960,275000,6,14374.8,1356,8.333333333,2,3
58305729,austin,78727,30.41975594,-97.7276535,1991,437000,4,6054,1679,6.666666667,2,3
29371808,austin,78759,30.42945671,-97.7713089,1975,419000,9,15246,1930,8.333333333,2,3
29436975,austin,78753,30.39434242,-97.6616745,1995,303000,3,6882,2333,3.666666667,3,4
29436971,austin,78753,30.39370155,-97.66191101,1999,315000,11,12196.8,1687,3.666666667,2,3
29438960,austin,78753,30.40426636,-97.65324402,2000,325000,2,19166.4,3700,3,3,4
70354953,austin,78753,30.40294838,-97.64467621,2007,239000,5,6359,2690,3,4,4
124836948,austin,78754,30.39122009,-97.63349152,2014,70000,6,4356,1456,3,2,3
70354944,austin,78753,30.40206146,-97.64588165,2006,325000,6,7187,2847,3,4,4
145655434,austin,78753,30.39184952,-97.64807892,2016,291990,9,5706,1753,3,2,3
29434419,austin,78753,30.38232422,-97.66313171,1984,209000,9,6098,1346,3.666666667,1,3
29438915,austin,78753,30.40372658,-97.64978027,1993,229000,2,6098,1644,3,2,3
29437912,austin,78753,30.39778137,-97.6491394,1998,239990,4,6795,2511,3,3,4
29433399,austin,78753,30.3792057,-97.66164398,1984,205000,2,6316,914,3.666666667,2,2
29437892,austin,78753,30.39815331,-97.65245056,1997,139950,7,5967,1522,3,2,3
29433387,austin,78753,30.37918854,-97.66204834,1984,209900,3,6403,1052,3.666666667,1,3
124906385,austin,78753,30.39308929,-97.64971161,2016,339000,9,6229,2505,3,3,4
29436885,austin,78753,30.39214897,-97.65719604,1986,245000,2,4399,1309,3.666666667,2,3
29436884,austin,78753,30.39204025,-97.65724182,1986,199900,5,4181,1184,3.666666667,2,3
29433384,austin,78753,30.37876892,-97.66184998,1984,249000,5,7187,1332,3.666666667,2,3
2091970383,austin,78753,30.39288521,-97.66329193,2016,329900,8,8886,1962,3.666666667,3,3
29436878,austin,78753,30.39157677,-97.65783691,1986,205000,5,4791,928,3.666666667,2,3
29437872,austin,78753,30.39861298,-97.64749146,1998,249900,11,10411,2189,3,2,3
29437869,austin,78753,30.39817619,-97.64779663,1999,279999,2,6098,2459,3,3,4
29436868,austin,78753,30.39209366,-97.65592194,1986,235000,10,5662,1500,3.666666667,2,3
29436867,austin,78753,30.39222908,-97.65595245,1986,209900,1,5924,1602,3.666666667,3,3
29434867,austin,78753,30.38221741,-97.66259003,1984,199000,11,8102,1040,3.666666667,2,2
29433361,austin,78753,30.37853622,-97.66070557,1984,223330,11,8668,1158,3.666666667,2,3
29438858,austin,78753,30.40531349,-97.65175629,1993,279999,4,8363,1901,3,2,3
29433356,austin,78753,30.37928581,-97.6607132,1984,201000,9,6403,914,3.666666667,2,2
29433354,austin,78753,30.37953949,-97.66085052,1984,179000,1,6534,1024,3.666666667,1,3
29433352,austin,78753,30.37983131,-97.66092682,1984,249900,5,5967,1040,3.666666667,2,2
29438851,austin,78753,30.40593147,-97.65074921,1992,250000,2,6838,1799,3,2,3
29437845,austin,78753,30.3978405,-97.65112305,1999,235000,10,8145,1901,3,2,3
29438844,austin,78753,30.40357018,-97.64854431,1992,177000,2,6534,2341,3,3,4
29433344,austin,78753,30.38001633,-97.66055298,1984,225000,7,6098,1020,3.666666667,1,3
29438841,austin,78753,30.40303993,-97.64837646,1993,267000,8,9278,2205,3,3,4
29433339,austin,78753,30.37942886,-97.66013336,1984,229000,7,5880,1304,3.666666667,2,3
29434838,austin,78753,30.38110733,-97.66026306,1983,206400,4,7187,880,3.666666667,1,2
29434830,austin,78753,30.38064766,-97.65940094,1983,249000,12,6019,1424,3.666666667,3,3
125891329,austin,78753,30.39551353,-97.64866638,2015,350000,2,5140,2466,3,4,4
29433328,austin,78753,30.38031197,-97.66021729,1983,219000,2,5662,1346,3.666666667,1,3
29434823,austin,78753,30.38148117,-97.65999603,1983,164900,11,6098,1162,3.666666667,2,3
29437821,austin,78753,30.40063095,-97.64848328,1998,249900,10,8363,2135,3,2,4
29436816,austin,78753,30.39223862,-97.65862274,1986,185000,6,5227,1114,3.666666667,2.5,2
29437814,austin,78753,30.39973068,-97.64739227,1998,239900,7,8755,1682,3,2,3
29433314,austin,78753,30.38033295,-97.65786743,1983,245000,10,7840,1500,3.666666667,3,3
29436808,austin,78753,30.39259529,-97.65943909,1986,190500,3,5227,1115,3.666666667,2,3
29437804,austin,78753,30.3988266,-97.64907074,1998,129000,5,8450,1522,3,2,3
29436799,austin,78753,30.39376831,-97.66092682,1986,174900,6,3885,861,3.666666667,1,2
29438796,austin,78753,30.4058075,-97.64964294,1987,250000,7,10497,1589,3,2,3
29434793,austin,78753,30.38267517,-97.66229248,1984,242000,5,6751,1309,3.666666667,2,3
241930788,austin,78753,30.39201736,-97.64656067,2017,342500,8,5227,2466,3,3,4
29437787,austin,78753,30.39888,-97.65203857,1998,309899,12,12632.4,3302,3,3,4
29434786,austin,78753,30.38245964,-97.66126251,1983,97650,3,7143,891,3.666666667,1,2
29435284,austin,78753,30.3874073,-97.65795898,1982,190000,6,6534,884,3.666666667,1,2
29435280,austin,78753,30.38798523,-97.65763855,1982,225000,5,6577,1535,3.666666667,2,2
29434779,austin,78753,30.38231277,-97.66039276,1983,129900,5,6490,1294,3.666666667,2,3
29436770,austin,78753,30.39371872,-97.66010284,1986,136000,6,4464,955,3.666666667,2,2
29436768,austin,78753,30.39429855,-97.6595459,1986,167000,1,4486,955,3.666666667,2,2
125458755,austin,78753,30.39279366,-97.65001678,2016,328867,5,6316,2797,3,3,4
29433254,austin,78753,30.3803997,-97.66262054,1984,240000,4,7405,1236,3.666666667,2,3
29435253,austin,78753,30.38651276,-97.66021729,1985,249900,5,4356,1291,3.666666667,2,3
29438752,austin,78753,30.40645409,-97.64772034,1987,255000,2,5662,1640,3,2,3
29434734,austin,78753,30.38278008,-97.65966797,1983,235000,4,5662,1228,3.666666667,2,3
58304732,austin,78753,30.38842773,-97.6578598,2000,169900,8,3345,1136,3.666666667,2,2
29438725,austin,78753,30.40646935,-97.65019226,1993,265000,12,6403,2233,3,3,4
29435219,austin,78753,30.38800812,-97.65653992,1982,210000,7,6180,884,3.666666667,1,2
29437711,austin,78753,30.39747238,-97.6574707,1998,131400,11,7710,1911,3.666666667,2,3
29437700,austin,78753,30.39787674,-97.65777588,1998,154900,7,6011,2149,3.666666667,3,3
29437688,austin,78753,30.39697266,-97.65869904,1999,250000,4,6969,2113,3.666666667,3,4
29437998,austin,78753,30.39785194,-97.64640808,1998,241000,8,7623,1846,3,2,3
29434675,austin,78753,30.38266945,-97.6572113,1983,119889,1,7187,1536,3.666666667,2,3
70327172,austin,78753,30.40408516,-97.64474487,2007,309000,1,6098,2860,3,3,5
145655165,austin,78753,30.39230537,-97.64810181,2016,341494,7,5649,2898,3,3,4
29434649,austin,78753,30.38212013,-97.65702057,1983,205000,9,6708,851,3.666666667,1,2
29436643,austin,78753,30.39491653,-97.65597534,1993,269900,5,9147,2091,3.666666667,3,4
29438997,austin,78753,30.40224075,-97.65171814,2000,250000,3,6098,2586,3,3,3
29438768,austin,78753,30.40637207,-97.64864349,1987,118900,2,6359,2207,3,3,3
29434635,austin,78753,30.38427353,-97.65892029,1983,189000,5,6403,1049,3.666666667,2,2
29437114,austin,78753,30.39476395,-97.64535522,2001,285000,10,6751,2574,3,3,4
29435608,austin,78753,30.38955879,-97.6555481,1986,299900,11,7448,1485,3.666666667,2,3
29434601,austin,78753,30.38561249,-97.66056061,1985,262500,5,6534,1426,3.666666667,2,4
124903598,austin,78753,30.39312363,-97.65022278,2015,360000,6,5140,2894,3,3,4
29435094,austin,78753,30.38801384,-97.66313171,1985,235000,8,8712,1150,3.666666667,2,3
29435590,austin,78753,30.38905716,-97.66165924,1985,190000,4,7274,1040,3.666666667,2,2
29435581,austin,78753,30.38688469,-97.66195679,1986,227900,8,7971,1305,3.666666667,2,3
29434569,austin,78753,30.38428688,-97.66043854,1985,225000,4,11761.2,1153,3.666666667,2,3
29437063,austin,78753,30.39598083,-97.64557648,2001,229000,5,9583,2332,3,3,4
29439052,austin,78753,30.40475845,-97.64669037,1993,239900,6,6054,1576,3,2,3
60137548,austin,78753,30.38859558,-97.65826416,2002,185000,9,3441,1136,3.666666667,3,2
60137546,austin,78753,30.38912964,-97.65803528,2002,215000,7,4835,1722,3.666666667,3,3
29437046,austin,78753,30.39625359,-97.64910889,1999,249000,4,5967,3302,3,3,4
60137544,austin,78753,30.38902855,-97.65808105,2002,189900,3,3441,1136,3.666666667,3,2
29434541,austin,78753,30.38398552,-97.66025543,1983,205000,4,6490,840,3.666666667,1,2
29437995,austin,78753,30.39742279,-97.64621735,2001,309900,1,8232,3750,3,3,4
29437033,austin,78753,30.39610291,-97.64879608,2000,245000,4,7187,1647,3,2,3
29439031,austin,78753,30.40587044,-97.6463089,1988,224900,12,5619,1760,3,3,3
