city,zipcode,latitude,longitude,propertyTaxRate,garageSpaces,hasAssociation,hasCooling,hasGarage,hasHeating,hasSpa,hasView,homeType,parkingSpaces,yearBuilt,latestPrice,numPriceChanges,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,lotSizeSqFt,livingAreaSqFt,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories
austin,78737,30.20102119,-97.98622131,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2004,360000,1,0,6,1,2,2,9147,2413,4.3,6,777,16,4,4,2
austin,78737,30.20558929,-98.0010376,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1980,425000,1,0,4,1,0,0,81021.6,2012,6.166666667,6.666666667,1132,16,3,3,2
austin,78737,30.20923042,-97.97787476,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2013,389000,2,0,3,1,1,2,7405,3010,7.6,6.666666667,1132,16,3,4,2
austin,78737,30.20058632,-97.97652435,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2006,368900,12,0,1,1,0,0,20037.6,3895,4.65,6,777,16,5,5,2
austin,78737,30.2134037,-97.98181152,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2012,479000,1,0,3,1,0,4,10018,3642,7.4,6.666666667,1132,16,5,5,2
austin,78737,30.1999588,-98.00811768,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2007,798000,4,0,2,1,0,0,175982.4,3820,5.733333333,6.666666667,1132,16,4,5,1
austin,78737,30.19710732,-97.97457123,2.01,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,3,2007,589900,5,0,5,2,0,0,18295.2,3776,4.7,6,777,16,4,4,1
austin,78737,30.21139526,-97.9773407,2.01,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Single Family,0,2012,370000,1,0,0,1,0,0,1516323.6,2484,7.666666667,6.666666667,1132,16,3,4,1
austin,78736,30.23184776,-97.98127747,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,1994,565000,6,0,3,1,0,0,74923.2,5393,7.166666667,7,1640,17,6,5,2
austin,78737,30.1976738,-97.98960114,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2006,214000,5,0,4,1,0,0,8058,2345,4.15,6,777,16,2,4,1
austin,78737,30.21131325,-97.98027039,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2007,375000,2,0,3,1,0,0,7840,2956,7.466666667,6.666666667,1132,16,3,4,1
austin,78737,30.20279312,-97.97007751,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2014,405000,3,0,2,1,0,0,8145,2700,3.866666667,7,1135,16,3,4,2
austin,78737,30.1993351,-97.98651123,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2003,375000,1,0,4,1,0,1,13503.6,2508,4.25,6,777,16,3,4,2
austin,78737,30.19899368,-97.98640442,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2004,399000,4,0,4,1,1,2,8276,2883,4.25,6,777,16,3,4,2
austin,78737,30.20174217,-97.99599457,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2005,722768,2,0,6,1,0,0,52707.6,3632,6.5,6.666666667,1132,16,4,4,1
austin,78737,30.19842529,-97.98641968,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2003,349000,4,0,4,1,0,0,10193,2025,4.2,6,777,16,2,4,1
austin,78737,30.20487404,-97.99794769,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2006,899000,3,0,3,1,3,1,50094,3693,6.366666667,6.666666667,1132,16,4,5,2
austin,78737,30.22032738,-98.00148773,2.01,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,2008,569900,1,0,5,2,0,0,217800,2584,6.233333333,6.666666667,1132,16,2,4,1
austin,78737,30.19937325,-97.98387909,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2003,325000,1,0,3,1,0,0,10497,1851,4.3,6,777,16,2,3,1
austin,78737,30.19898605,-97.98349762,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2004,440000,1,0,3,2,0,0,13939.2,2979,4.3,6,777,16,3,5,1
austin,78737,30.21596718,-97.99643707,2.01,6,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,6,2002,598000,5,0,1,3,0,0,218671.2,3036,6.5,6.666666667,1132,16,3,3,2
austin,78737,30.20225716,-97.99250031,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2000,935000,4,0,3,1,2,1,46609.2,4662,6.733333333,6.666666667,1132,16,5,4,2
austin,78737,30.1967392,-97.98212433,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2014,447500,2,0,3,1,0,0,8712,2372,4.3,6,777,16,4,3,1
austin,78737,30.20033073,-97.99491882,2.01,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Single Family,0,1998,1149000,2,0,2,1,0,0,78843.6,4641,6.566666667,6.666666667,1132,16,5,4,1
austin,78737,30.21116829,-97.98235321,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2010,359000,1,0,0,1,0,0,10454,2420,7.366666667,6.666666667,1132,16,3,4,1
dripping springs,78737,30.20741463,-98.01287079,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2015,775000,1,0,3,1,1,4,60984,3247,5.433333333,6.666666667,1132,16,4,5,1
austin,78737,30.21183586,-97.98165131,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2010,395000,2,0,3,1,1,1,11761.2,2600,7.4,6.666666667,1132,16,3,4,1
austin,78737,30.19905663,-97.99433899,2.01,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,5,1998,650000,1,0,6,3,2,5,150717.6,3116,6.6,6.666666667,1132,16,5,4,2
austin,78737,30.20527649,-98.01140594,2.01,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Family,3,2015,999500,3,0,4,2,0,0,8581320,4459,5.533333333,6.666666667,1132,16,6,5,2
austin,78737,30.20425034,-98.01098633,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2015,799000,1,0,3,1,0,0,92782.8,3937,5.533333333,6.666666667,1132,16,4,4,1
austin,78737,30.19948387,-97.97393036,2.01,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Family,3,2007,500000,4,0,4,2,0,0,17859.6,4083,4.75,6,777,16,5,5,2
austin,78737,30.20659065,-98.01426697,2.01,3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,3,2018,583990,3,0,3,2,0,0,65775.6,2876,5.366666667,6.666666667,1132,16,4,4,1
austin,78737,30.19692802,-97.9831543,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2014,349997,1,0,3,1,1,2,7361,2047,4.25,6,777,16,3,3,1
austin,78737,30.1968174,-97.98725891,2.01,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2005,350000,5,0,3,1,1,1,7797,2345,4.2,6,777,16,2,4,1
austin,78749,30.20991516,-97.84527588,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1983,310000,3,0,5,2,0,0,7535,2220,1.4,4.666666667,887,14,3,3,2
austin,78749,30.23268127,-97.84662628,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1980,369900,1,0,4,1,0,0,8624,1650,2,6,1494,17,2,3,1
austin,78748,30.14843178,-97.81118774,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2003,319000,1,0,3,1,0,0,7405,1961,1.133333333,3.666666667,1458,15,2,4,1
austin,78749,30.2136898,-97.83774567,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1978,425000,3,0,3,1,0,0,10890,1824,1.1,4.666666667,887,14,2,3,1
austin,78749,30.21292877,-97.84326935,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,1998,347000,2,0,4,1,1,1,9408,1692,1.333333333,4.666666667,887,14,2,3,1
austin,78748,30.15726662,-97.85338593,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,2000,424900,3,0,3,2,0,0,10149,2726,1.133333333,7.333333333,1633,17,3,4,2
austin,78747,30.13969231,-97.79382324,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Condo,0,1982,242500,2,0,0,1,1,1,6725,1513,1.9,5.333333333,1506,15,2,3,1
austin,78739,30.14990425,-97.85736084,1.98,3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,3,2004,499000,4,0,4,3,0,0,15681.6,4048,1.366666667,7.333333333,1633,17,4,5,2
austin,78748,30.15248871,-97.85520172,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,1998,355000,2,0,5,1,0,0,8712,2142,1.233333333,7.333333333,1633,17,2,3,1
austin,78748,30.14635086,-97.80451965,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,2013,325000,1,0,3,3,0,0,5706,2284,1.166666667,3.666666667,1458,15,3,3,2
austin,78749,30.21344948,-97.8445816,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,1999,389000,3,0,5,1,1,1,14374.8,2036,1.4,4.666666667,887,14,3,3,2
austin,78748,30.14677811,-97.80670166,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,2008,324900,9,0,8,2,0,0,7000,3500,1.133333333,3.666666667,1458,15,4,4,2
austin,78749,30.21596909,-97.8344574,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1975,349000,2,0,4,1,0,0,10890,1689,1.1,4.666666667,887,14,2,3,1
austin,78739,30.18450165,-97.91921234,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2008,595000,1,0,4,1,2,2,10018,3583,2.2,8,1655,18,4,4,2
austin,78736,30.23849869,-97.90518951,1.98,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,3,2005,519000,2,0,4,2,0,0,10171,3472,3.733333333,6.666666667,1660,17,3.5,4,2
austin,78736,30.24259567,-97.89697266,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,2011,399900,4,0,4,2,1,3,8929,2032,3.666666667,6.666666667,1698,17,3,4,2
austin,78739,30.18496895,-97.9174881,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2008,379000,9,0,5,1,1,2,8886,3104,2.166666667,8,1655,18,4,4,2
austin,78736,30.23755455,-97.87994385,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,1971,385000,1,0,5,1,0,0,16988.4,1777,2.666666667,6.666666667,1698,17,2,3,1
austin,78736,30.24111366,-97.90090942,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2005,529900,2,0,3,1,0,0,11761.2,3450,3.533333333,6.666666667,1660,17,4,4,2
austin,78739,30.18699074,-97.90843201,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,2006,567000,2,0,1,2,0,0,10018,3592,1.866666667,8.666666667,1664,18,4,5,2
austin,78735,30.24699974,-97.87673187,1.98,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Single Family,0,2007,649000,1,0,8,1,1,5,12196.8,3572,3.533333333,6,1455,17,3,5,2
austin,78739,30.18808174,-97.92019653,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2007,415000,4,0,4,1,1,1,6621,2351,2.166666667,8,1655,18,2,3,2
austin,78735,30.29311752,-97.87686157,1.98,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,3,2005,799000,6,0,5,2,2,3,12196.8,4523,5.666666667,5.666666667,1332,16,4,4,2
austin,78739,30.18690109,-97.91776276,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2006,499900,5,0,6,1,0,0,9801,2880,2.133333333,8,1655,18,3,3,1
austin,78736,30.24222946,-97.89828491,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,2004,424700,7,0,5,2,0,0,18295.2,3482,3.433333333,6.666666667,1660,17,3,5,2
austin,78739,30.18866539,-97.9264679,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2011,475000,2,0,0,1,0,0,6795,2592,2.4,8,1655,18,4,4,2
austin,78736,30.23879433,-97.88201904,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1970,424900,2,0,4,1,2,1,13939.2,1698,2.766666667,6.666666667,1698,17,2,3,1
austin,78739,30.18351555,-97.90853882,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2014,650000,2,0,4,1,0,1,9975,2844,2.333333333,9,1755,18,4,4,2
austin,78736,30.24367714,-97.88912201,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1985,319000,2,0,3,1,0,0,16117.2,1257,3.266666667,6.666666667,1698,17,2,3,1
austin,78739,30.18448639,-97.92062378,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2008,575000,2,0,3,1,0,0,9670,3323,2.233333333,8,1655,18,4,4,2
austin,78739,30.19381142,-97.91034698,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2010,529900,1,0,3,1,2,4,10497,2985,1.733333333,8.666666667,1664,18,3,3,1
austin,78739,30.18294716,-97.91900635,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2007,495000,1,0,4,1,1,3,10018,3109,2.233333333,8,1655,18,3,4,1
austin,78736,30.23930931,-97.89657593,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1984,334000,4,0,6,2,0,0,8712,1602,3.533333333,6.666666667,1698,17,3,3,2
austin,78739,30.19415092,-97.91304016,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2013,874900,6,0,1,1,0,0,14374.8,5536,1.866666667,8.666666667,1664,18,5,5,2
austin,78739,30.18596077,-97.92821503,1.98,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Single Family,3,2014,949900,7,0,5,2,1,1,18295.2,4284,2.5,8,1655,18,4,5,2
austin,78736,30.23948669,-97.90046692,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,2006,420000,3,0,2,2,0,0,7840,2105,3.5,6.666666667,1660,17,2,3,1
austin,78739,30.19206238,-97.91680145,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2006,540000,1,0,2,1,2,1,9099,2929,2.133333333,8.666666667,1664,18,3,4,1
austin,78739,30.1869297,-97.92602539,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2010,475000,1,0,3,1,0,0,6577,3181,2.366666667,8,1655,18,4,5,2
austin,78739,30.19286537,-97.91757202,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2005,699900,2,0,3,1,2,1,11761.2,4047,2.166666667,8.666666667,1664,18,4,4,2
austin,78739,30.18787956,-97.90841675,1.98,4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,4,2005,589900,8,0,1,3,0,0,10846,3498,1.833333333,8.666666667,1664,18,4,4,2
austin,78735,30.24952888,-97.87839508,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2010,444791,7,0,0,2,0,0,14374.8,3622,3.666666667,6,1455,17,4,4,2
austin,78739,30.19182587,-97.91552734,1.98,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Single Family,3,2005,699900,5,0,2,2,0,0,11761.2,4046,2.066666667,8.666666667,1664,18,4,5,2
austin,78739,30.18606949,-97.92254639,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2006,519444,2,0,3,1,0,0,8145,3420,2.233333333,8,1655,18,3,4,2
austin,78736,30.23938179,-97.89811707,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,1983,334900,4,0,3,2,2,1,9016,1742,3.633333333,6.666666667,1698,17,3,4,2
austin,78736,30.23929787,-97.89827728,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1983,300000,3,0,0,1,0,0,8712,1582,3.633333333,6.666666667,1698,17,3,3,2
austin,78735,30.27765274,-97.86813354,1.98,3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,3,1997,975000,4,0,2,2,0,0,138085.2,3816,4.9,5.666666667,1332,16,3,3,1
austin,78739,30.18946266,-97.91435242,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2006,639900,5,0,3,1,0,0,11325.6,3840,2.066666667,8.666666667,1664,18,4,5,2
austin,78735,30.28516006,-97.87962341,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1984,1459900,1,0,5,1,0,0,58806,3916,5.633333333,5.666666667,1332,16,3,4,2
austin,78735,30.28108215,-97.87583923,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1984,1295000,4,0,0,1,0,0,38332.8,3847,5.366666667,5.666666667,1332,16,5,4,1
austin,78739,30.19082451,-97.92411041,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2010,425000,1,0,3,1,0,0,7361,2119,2.333333333,8,1655,18,2,3,1
austin,78739,30.18748665,-97.92266846,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,2007,469444,5,0,4,2,1,0,7448,3080,2.233333333,8,1655,18,3,4,2
austin,78735,30.27969742,-97.86867523,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1983,1175000,3,0,5,1,2,2,60984,2951,5,5.666666667,1332,16,3,3,1
austin,78735,30.23808861,-97.84960938,1.98,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,4,1965,450000,4,0,3,3,0,0,18295.2,1738,2.266666667,6,1455,17,2,3,1
austin,78736,30.2388401,-97.89617157,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,1983,279000,2,0,6,2,0,0,10454,1582,3.533333333,6.666666667,1698,17,3,3,2
austin,78739,30.18724823,-97.92327118,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2006,432000,4,0,3,1,2,1,6708,2330,2.233333333,8,1655,18,2,3,2
austin,78735,30.28153038,-97.87801361,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1984,889000,4,0,3,2,0,0,43995.6,3989,5.466666667,5.666666667,1332,16,4,3,2
austin,78735,30.25316429,-97.8793869,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2019,749400,1,0,4,1,1,0,9234,2890,3.766666667,6,1455,17,4,4,3
austin,78739,30.1874733,-97.92077637,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2007,450000,5,0,3,1,0,0,6621,2520,2.2,8,1655,18,3,4,2
austin,78736,30.24292183,-97.891922,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1983,325000,3,0,4,2,0,0,14374.8,1461,3.4,6.666666667,1698,17,2,3,2
austin,78735,30.27810478,-97.88502502,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2015,248063,6,0,4,1,0,0,40946.4,5664,5.766666667,5.666666667,1332,16,6,5,2
austin,78739,30.18811226,-97.9260788,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2010,395000,5,0,3,1,0,0,6621,2026,2.4,8,1655,18,2,4,1
austin,78737,30.19050217,-97.93534851,1.98,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Single Family,2,1978,675000,4,0,5,2,0,0,105850.8,2677,2.9,8,1655,18,3,4,1
austin,78735,30.28142929,-97.88448334,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Vacant Land,0,2014,225000,1,0,0,1,0,0,39639.6,4360,5.8,5.666666667,1332,16,5,0,1
austin,78736,30.24191093,-97.90129089,1.98,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,3,2005,515000,9,0,4,2,0,0,12196.8,3888,3.6,6.666666667,1660,17,4,5,2
austin,78739,30.18954277,-97.90855408,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2006,600000,1,0,0,1,0,0,9888,3152,1.8,8.666666667,1664,18,3,4,2
austin,78735,30.28267288,-97.87301636,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1983,899000,2,0,3,2,0,0,53578.8,3550,5.233333333,5.666666667,1332,16,4,3,2
austin,78739,30.19556236,-97.90896606,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2007,529900,4,0,3,1,1,2,8886,2855,1.666666667,8.666666667,1664,18,3,5,2
austin,78736,30.24087906,-97.90000153,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2005,465000,1,0,5,1,2,0,7200,2861,3.5,6.666666667,1660,17,3,4,2
austin,78739,30.18901634,-97.90934753,1.98,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Family,6,2005,624990,2,0,8,3,0,0,10223,3638,1.833333333,8.666666667,1664,18,4,5,2
austin,78736,30.24435997,-97.89208221,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,1995,329000,5,0,5,3,0,0,14374.8,1682,3.433333333,6.666666667,1698,17,3,3,2
austin,78739,30.18846893,-97.90863037,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,2006,640000,2,0,9,2,4,1,8973,3878,1.8,8.666666667,1664,18,4,4,2
austin,78735,30.27708626,-97.86016846,1.98,5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Family,5,1999,2190000,13,0,3,4,2,0,199940.4,11871,4.533333333,5.666666667,1332,16,9,6,3
austin,78735,30.27717018,-97.85929108,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1997,1215000,1,0,5,1,0,0,90604.8,3725,4.533333333,5.666666667,1332,16,4,3,2
austin,78736,30.24011993,-97.897995,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1984,170000,5,0,4,1,1,0,6708,1656,3.633333333,6.666666667,1698,17,3,3,2
austin,78736,30.23836899,-97.8973999,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1980,335000,1,0,4,1,0,0,8276,1759,3.6,6.666666667,1698,17,2,4,1
austin,78739,30.1876545,-97.92635345,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2010,469400,2,0,3,1,0,0,6534,3285,2.366666667,8,1655,18,4,4,2
austin,78735,30.23835945,-97.85316467,1.98,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,4,1970,435000,4,0,1,2,0,0,20473.2,1776,2.3,6,1455,17,2,3,1
austin,78739,30.19310188,-97.91319275,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2013,1385000,1,0,5,1,2,4,17859.6,5494,1.9,8.666666667,1664,18,6,5,2
austin,78735,30.27643585,-97.85832214,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1997,989000,2,0,4,1,0,0,45302.4,4262,4.466666667,5.666666667,1332,16,4,4,2
austin,78739,30.19500732,-97.91008759,1.98,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Single Family,0,2007,621999,1,0,3,1,0,0,9104,3128,1.666666667,8.666666667,1664,18,3,4,2
austin,78735,30.28089523,-97.8737793,1.98,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Family,3,1984,2150000,1,0,5,2,0,0,81892.8,5764,5.233333333,5.666666667,1332,16,5,5,1
austin,78739,30.19038773,-97.91107178,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2008,799999,4,0,3,1,1,4,25264.8,3597,1.866666667,8.666666667,1664,18,3,3,1
austin,78735,30.24055862,-97.85233307,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1972,334500,4,0,3,1,0,0,13503.6,1993,2.3,6,1455,17,2,3,1
austin,78739,30.18981552,-97.90982819,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2005,615000,3,0,3,1,0,0,9583,3436,1.833333333,8.666666667,1664,18,4,4,2
austin,78735,30.27734375,-97.85580444,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,1998,797000,9,0,3,3,2,3,59241.6,3707,4.366666667,5.666666667,1332,16,4,5,2
austin,78736,30.24321175,-97.8993988,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2003,529999,3,0,3,1,1,2,10280,3481,3.5,6.666666667,1660,17,5,4,2
austin,78735,30.27886009,-97.86711121,1.98,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Single Family,0,1983,1899000,4,0,5,1,2,1,148539.6,6468,4.9,5.666666667,1332,16,6,5,2
austin,78739,30.2012043,-97.91699219,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2010,435000,6,0,3,1,0,0,11761.2,3392,2.1,8.666666667,1664,18,4,4,2
austin,78737,30.20401573,-97.91817474,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1994,599500,1,0,8,1,0,0,64033.2,2841,2.266666667,8,1655,18,3,4,1
austin,78737,30.23298645,-97.90860748,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2013,585000,2,0,3,1,2,2,9147,3554,2.933333333,8,1655,18,4,4,2
austin,78735,30.27626038,-97.85683441,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1997,1475000,1,0,0,1,0,0,39204,4409,4.4,5.666666667,1332,16,5,4,2
austin,78737,30.19961548,-97.9285202,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1983,374100,4,0,2,0,0,0,64468.8,1407,2.633333333,8,1655,18,2,3,1
austin,78736,30.23889351,-97.90023041,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2007,489000,1,0,6,1,0,0,8058,3257,3.466666667,6.666666667,1660,17,3,5,2
