city,zipcode,latitude,longitude,propertyTaxRate,garageSpaces,hasAssociation,hasCooling,hasGarage,hasHeating,hasSpa,hasView,homeType,parkingSpaces,yearBuilt,latestPrice,numPriceChanges,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,lotSizeSqFt,livingAreaSqFt,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories
austin,78702,30.27964783,-97.70372772,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1947,405000,2,0,3,0,0,0,5227,836,1.8,6.666666667,1057,15,2,3,1
austin,78721,30.28092194,-97.69589233,1.98,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single Family,0,1940,270000,1,0,0,0,0,0,13939.2,2072,2,3.333333333,635,13,2,3,1
austin,78723,30.28994751,-97.70349121,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2008,775000,8,0,4,1,0,0,4748,3700,1.733333333,6.666666667,1156,15,3,4,2
austin,78721,30.28002167,-97.69621277,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,1968,285000,8,0,0,2,0,0,11761.2,1872,2.033333333,3.333333333,635,13,2,4,1
austin,78723,30.2838707,-97.69631195,1.98,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Single Family,0,2014,849000,1,0,3,1,0,0,7884,2503,2.166666667,6.666666667,1156,15,3,4,2
austin,78723,30.29106522,-97.69642639,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2014,929000,2,0,4,2,2,3,5227,3249,2.4,5,966,15,5,5,2
austin,78722,30.28687477,-97.70792389,1.98,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Multiple Occupancy,4,1949,169900,9,0,6,2,0,0,7492,1800,1.566666667,6.666666667,1156,15,3,4,1
austin,78702,30.27837944,-97.72174072,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1935,485000,2,0,4,0,1,1,9496,1153,1.4,6.666666667,1057,15,2,3,1
austin,78702,30.26564026,-97.71433258,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,2009,560000,5,0,4,2,0,0,5706,1578,1.066666667,5,697,11,2,3,1
austin,78702,30.27466965,-97.72259521,1.98,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Family,0,1928,300000,3,0,0,0,0,0,7405,1262,1.4,6.666666667,1057,15,2,3,1
austin,78702,30.27495384,-97.72361755,1.98,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Vacant Land,0,2018,300000,4,0,0,1,0,0,7361,1911,1.433333333,6.666666667,1057,15,0,0,2
austin,78702,30.26846886,-97.71234894,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1976,459900,1,0,3,0,0,0,9060,1533,1.033333333,5.333333333,679,14,2,3,1
austin,78702,30.2752037,-97.71283722,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,2003,575000,4,0,2,2,0,0,5662,1750,1.5,6.666666667,1057,15,3,3,3
austin,78702,30.27841187,-97.72232056,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Condo,2,2012,549000,2,0,3,3,0,1,4800,1796,1.366666667,6.666666667,1057,15,3,3,2
austin,78702,30.26786995,-97.7137146,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,1976,595500,2,0,3,3,0,0,6838,1780,1.066666667,5.333333333,679,14,3,3,2
austin,78702,30.26825714,-97.71279907,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1984,389000,2,0,1,2,2,1,5536,1423,1.066666667,5.333333333,679,14,2,3,1
austin,78702,30.27297211,-97.71655273,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1929,349000,5,0,2,1,0,0,2090,526,1.1,5,697,11,1,0,1
austin,78702,30.26706123,-97.71129608,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1984,424888,7,0,1,1,0,0,6534,1388,1.033333333,5.333333333,679,14,2,3,1
austin,78702,30.27629471,-97.71824646,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,2015,660000,3,0,5,2,1,3,7683,1736,1.366666667,6.666666667,1057,15,3,3,2
austin,78702,30.27906227,-97.71994019,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2013,515900,1,0,4,1,0,0,3920,1800,1.3,6.666666667,1057,15,3,3,2
austin,78702,30.26594734,-97.70967102,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,1984,369900,5,0,8,2,0,0,6969,1050,1.033333333,5.333333333,679,14,2,3,1
austin,78702,30.27916527,-97.7122345,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1940,540000,1,0,6,1,3,1,4225,1305,1.4,6.666666667,1057,15,2,3,1
austin,78702,30.27865982,-97.72012329,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1939,350000,1,0,2,1,0,0,6185,800,1.366666667,6.666666667,1057,15,1,2,1
austin,78702,30.26593018,-97.71580505,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2019,649000,2,0,4,0,1,0,5749,1575,1.033333333,5,697,11,3,3,2
austin,78702,30.2772789,-97.7142334,1.98,5,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,5,2019,935000,1,0,6,4,0,0,6054,2318,1.366666667,6.666666667,1057,15,4,4,2
austin,78702,30.27684021,-97.711586,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1985,300000,1,0,0,1,0,0,6969,1308,1.466666667,6.666666667,1057,15,2,3,2
austin,78702,30.26839638,-97.71056366,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1985,330000,4,0,0,1,0,0,5488,1163,1,5.333333333,679,14,2,3,1
austin,78702,30.27455521,-97.71674347,1.98,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Single Family,0,1935,345000,4,0,0,0,0,0,6490,1636,1.433333333,6.666666667,1057,15,2,2,1
austin,78702,30.27443886,-97.71749115,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,1930,439900,8,0,3,2,0,0,5837,1178,1.4,6.666666667,1057,15,2,2,1
austin,78702,30.2678051,-97.7130127,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2018,579900,5,0,4,0,0,0,7405,1835,1.066666667,5.333333333,679,14,3,4,1
austin,78702,30.27242279,-97.72005463,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,1939,600000,1,0,0,2,0,0,10018,1179,1.033333333,5,697,11,2,3,1
austin,78702,30.27937126,-97.7137146,1.98,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Family,0,1950,285000,1,0,0,0,0,0,6054,1008,1.333333333,6.666666667,1057,15,2,3,1
austin,78702,30.27051163,-97.71868896,1.98,6,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,6,2017,675000,4,0,4,2,0,0,7971,2053,0.966666667,5,697,11,3,4,2
austin,78702,30.2753315,-97.72222137,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Condo,0,1968,395000,1,0,7,1,0,1,4652,899,1.4,6.666666667,1057,15,2,3,1
austin,78702,30.27431297,-97.7208786,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Condo,0,1930,350000,3,0,4,0,0,0,2696,630,1.4,6.666666667,1057,15,1,2,1
austin,78702,30.27484512,-97.72240448,1.98,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,4,2016,819000,12,0,1,3,0,0,4007,2235,1.4,6.666666667,1057,15,3,3,2
austin,78702,30.26584435,-97.71937561,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,2017,310000,5,0,3,3,0,0,5445,2356,1,5,697,11,3,3,2
austin,78702,30.27568436,-97.71813202,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2013,435000,1,0,3,1,2,0,2352,1012,1.4,6.666666667,1057,15,2,2,2
austin,78702,30.27742004,-97.71433258,1.98,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1949,350000,1,0,0,3,0,0,6054,960,1.366666667,6.666666667,1057,15,2,2,2
austin,78702,30.27611351,-97.71350098,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1925,94900,7,0,3,0,0,0,3049,1208,1.433333333,6.666666667,1057,15,2,3,1
austin,78702,30.27608681,-97.71289063,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,2019,649000,1,0,3,2,0,0,2526,1850,1.433333333,6.666666667,1057,15,3,3,2
austin,78702,30.2758255,-97.71404266,1.98,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Vacant Land,1,1925,319900,10,0,3,2,0,0,6046,1300,1.433333333,6.666666667,1057,15,2,3,1
austin,78702,30.27445221,-97.72294617,1.98,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Condo,1,1955,535000,1,0,4,3,0,0,4991,1886,1.433333333,6.666666667,1057,15,3,3,2
austin,78702,30.27513885,-97.71589661,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2014,625000,1,0,4,1,0,0,5445,1917,1.433333333,6.666666667,1057,15,3,3,2
austin,78702,30.27793884,-97.72245026,1.98,3,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,3,1948,515000,10,0,7,2,0,0,7710,2216,1.366666667,6.666666667,1057,15,2,3,1
austin,78702,30.27189636,-97.7173233,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,2017,450000,1,0,0,2,0,0,7963,1200,1.033333333,5,697,11,2,2,3
austin,78702,30.27775574,-97.71485138,1.98,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Single Family,0,1928,399999,1,0,1,0,0,0,6446,960,1.366666667,6.666666667,1057,15,1,3,1
austin,78702,30.26762772,-97.71697235,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Condo,0,2013,415000,2,0,6,1,0,0,3902,1098,1,5,697,11,2,2,1
austin,78702,30.27792931,-97.72077179,1.98,3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Condo,3,2015,356000,1,0,7,3,0,1,2774,874,1.333333333,6.666666667,1057,15,2,2,2
austin,78702,30.27517509,-97.72039032,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2008,224900,7,0,3,1,0,0,2352,1349,1.4,6.666666667,1057,15,2,3,2
austin,78702,30.27801514,-97.71595001,1.98,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Vacant Land,0,1946,298000,2,0,0,0,0,0,3528,654,1.366666667,6.666666667,1057,15,0,2,1
austin,78702,30.2761631,-97.71920013,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,1,1945,299997,1,0,6,3,0,0,4617,1137,1.366666667,6.666666667,1057,15,2,3,1
austin,78702,30.27543831,-97.7183609,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2008,470000,1,0,4,0,1,0,3746,1543,1.4,6.666666667,1057,15,2,3,2
austin,78702,30.27903175,-97.71713257,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Vacant Land,2,1948,255000,3,0,0,2,0,0,7492,1881,1.333333333,6.666666667,1057,15,0,4,1
austin,78702,30.27883148,-97.71091461,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Condo,0,2007,238900,2,0,7,2,0,0,2265,640,1.433333333,6.666666667,1057,15,1,1,1
austin,78702,30.27796364,-97.71722412,1.98,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1961,399500,3,1,1,1,0,0,6969,1054,1.333333333,6.666666667,1057,15,1,3,1
austin,78702,30.26820183,-97.7220993,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1984,390000,2,0,2,2,0,0,6621,1018,0.966666667,5,697,11,2,3,1
austin,78702,30.26914406,-97.69852448,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1953,490000,2,0,3,0,0,0,5793,1971,1.233333333,3.333333333,437,11,2,4,2
austin,78702,30.27829361,-97.70599365,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1940,367000,2,0,6,1,0,0,4486,1060,1.7,6.666666667,1057,15,2,3,1
austin,78702,30.2677803,-97.69927979,1.98,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Single Family,0,1948,285000,6,0,0,0,0,0,7535,720,1.2,3.333333333,437,11,1,2,1
austin,78702,30.26622963,-97.70580292,1.98,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,4,2018,529996,5,0,8,5,0,0,6891,1836,1,5.333333333,679,14,2,3,1
austin,78702,30.26594162,-97.70487976,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,2017,399990,1,0,3,3,0,0,11325.6,1039,1,5.333333333,679,14,3,2,1
austin,78702,30.2659626,-97.70469666,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,2017,599990,2,0,3,2,0,0,11325.6,2297,1,5.333333333,679,14,3,3,2
austin,78702,30.26633072,-97.70246124,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,1940,350000,4,0,1,2,0,0,11325.6,1218,1,5.333333333,679,14,2,3,1
austin,78702,30.27379608,-97.70787811,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1939,350000,1,0,0,0,0,0,6063,1200,1,5.333333333,679,14,1,3,1
austin,78702,30.27703476,-97.70475769,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1960,449900,5,0,5,0,0,0,5759,1460,1.766666667,6.666666667,1057,15,2,3,1
austin,78702,30.26677322,-97.69755554,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1936,325000,1,0,1,1,0,0,10672,684,1.166666667,3.333333333,437,11,1,2,2
austin,78702,30.27686501,-97.70818329,1.98,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Single Family,0,2011,74500,10,0,4,0,0,0,7100,1824,1.6,6.666666667,1057,15,3,3,2
austin,78702,30.2794075,-97.70761108,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2002,499500,5,0,4,1,0,0,13068,1109,1.566666667,6.666666667,1057,15,2,3,1
austin,78702,30.26613808,-97.70893097,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1950,350000,1,0,4,1,0,0,7797,760,1.066666667,5.333333333,679,14,2,3,2
austin,78721,30.2751503,-97.69657898,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2019,274990,5,0,7,2,0,0,8973,1380,2.1,3.333333333,635,13,3,3,2
austin,78702,30.26597595,-97.70831299,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Condo,2,2016,479900,2,0,8,2,1,0,2000,1700,1,5.333333333,679,14,3,3,3
austin,78721,30.27611732,-97.69738007,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,1964,290000,3,0,1,2,0,0,7884,1260,2.066666667,3.333333333,635,13,2,3,1
austin,78721,30.26631927,-97.69786835,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1937,418900,3,0,4,1,0,0,8712,992,1.166666667,3.333333333,437,11,1,2,1
austin,78702,30.26603889,-97.70292664,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2015,639000,3,0,7,1,0,0,5662,1969,1,5.333333333,679,14,4,3,2
austin,78702,30.27309227,-97.7043457,1.98,3,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,3,1958,175000,7,0,6,2,0,0,6098,959,0.966666667,5.333333333,679,14,2,2,1
austin,78702,30.26606178,-97.70472717,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2018,799000,2,0,2,1,0,0,8624,2556,1,5.333333333,679,14,3,4,2
austin,78702,30.27397728,-97.70304108,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2000,249000,8,0,3,0,0,0,6446,1035,1.033333333,5.333333333,679,14,2,3,1
austin,78702,30.26730156,-97.69842529,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2019,485000,1,0,5,0,0,0,3484,1254,1.2,3.333333333,437,11,3,2,2
austin,78702,30.27415276,-97.70542908,1.98,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Mobile / Manufactured,3,2001,365000,5,0,3,3,0,0,8232,1344,0.966666667,5.333333333,679,14,2,3,1
austin,78702,30.27306557,-97.7048111,1.98,3,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,3,2005,425000,1,0,7,2,0,0,7000,1319,0.966666667,5.333333333,679,14,2,3,2
austin,78702,30.27464867,-97.70450592,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,1962,349900,3,0,6,1,0,0,7000,1400,1.033333333,5.333333333,679,14,2,3,1
austin,78702,30.27477837,-97.70449066,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1940,484000,5,0,3,0,3,0,5662,1680,1.033333333,5.333333333,679,14,3,3,2
austin,78702,30.27496338,-97.70504761,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,1947,389900,1,0,2,1,0,0,6490,990,1.033333333,5.333333333,679,14,1,3,1
austin,78702,30.27424049,-97.70600128,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,2004,367000,1,0,0,1,0,0,6011,1083,1,5.333333333,679,14,2,3,1
austin,78721,30.2781086,-97.69654083,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,1959,395000,4,0,5,2,1,1,7666,970,2.066666667,3.333333333,635,13,1,2,1
austin,78702,30.26792717,-97.69861603,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1967,350000,7,0,6,2,0,0,5749,1296,1.233333333,3.333333333,437,11,2,4,1
austin,78702,30.27955246,-97.70469666,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,2013,575000,3,0,7,2,0,2,5227,1754,1.7,6.666666667,1057,15,2,3,1
austin,78702,30.26675415,-97.70040894,1.98,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Single Family,1,1964,325000,3,0,0,2,0,0,7666,988,1.166666667,3.333333333,437,11,2,3,1
austin,78702,30.27890396,-97.70375824,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,2018,449990,1,0,2,3,0,0,5688,2155,1.766666667,6.666666667,1057,15,2.5,3,2
austin,78702,30.27827072,-97.70574951,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,2017,639000,4,0,2,2,0,0,5096,2047,1.7,6.666666667,1057,15,3,4,2
austin,78702,30.27902031,-97.703125,1.98,3,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,3,2018,600000,1,0,5,4,0,0,5227,1725,1.8,6.666666667,1057,15,3,3,2
austin,78702,30.27928734,-97.70347595,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1950,569000,1,0,4,1,2,1,5270,1315,1.8,6.666666667,1057,15,2,3,1
austin,78702,30.27887726,-97.70455933,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,2013,519900,5,0,3,2,2,3,7579,2373,1.733333333,6.666666667,1057,15,2,4,1
austin,78721,30.26555443,-97.6982193,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,1945,325000,1,0,0,2,0,0,8494,744,1.1,3.333333333,437,11,1,2,1
austin,78721,30.27822685,-97.69584656,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,1959,300000,2,0,1,1,0,0,9931,960,2.033333333,3.333333333,635,13,1,3,1
austin,78702,30.27832985,-97.70397949,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Multiple Occupancy,0,1950,465000,1,0,0,3,0,0,8407,1608,1.766666667,6.666666667,1057,15,2,4,2
austin,78721,30.27282143,-97.69493866,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,1940,329999,5,0,2,1,0,0,6098,1400,1.433333333,3.333333333,437,11,1,2,1
austin,78702,30.27264023,-97.70739746,1.98,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Vacant Land,0,2000,185000,8,0,0,0,0,0,3702,1344,0.966666667,5.333333333,679,14,0,0,1
austin,78721,30.28188896,-97.67769623,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Condo,0,2015,439000,3,0,4,1,0,0,7927,1685,2.3,3.333333333,635,13,3,3,2
austin,78721,30.28416252,-97.68865204,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,1962,157000,8,0,7,3,0,0,14810.4,1772,2,3.333333333,635,13,2,3,1
austin,78721,30.27561188,-97.68713379,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,1953,329000,6,0,3,2,0,0,6577,884,2.1,3.333333333,635,13,1,2,1
austin,78721,30.27944183,-97.67620087,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,1,1965,299900,5,0,5,2,0,0,6316,1020,2.133333333,3.666666667,480,14,1,3,1
austin,78721,30.27545357,-97.68765259,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1958,298500,2,0,5,2,0,0,10890,673,2.1,3.333333333,635,13,1,2,1
austin,78721,30.27536011,-97.68745422,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1958,310000,4,0,3,2,0,0,6403,1040,2.133333333,3.333333333,635,13,1,3,1
austin,78721,30.27367783,-97.68881226,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1959,244000,3,0,3,1,0,0,6708,624,1.466666667,3,406,11,1,2,1
austin,78721,30.27501297,-97.68509674,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,2014,365000,2,0,3,0,0,0,2700,834,2.166666667,3.333333333,635,13,1,2,1
austin,78721,30.28007507,-97.67601013,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1965,195000,1,0,3,3,0,0,6446,960,2.133333333,3.666666667,480,14,1,3,1
austin,78721,30.27866173,-97.68331146,1.98,5,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Multiple Occupancy,5,1986,360000,4,0,5,3,0,0,11325.6,1832,2.133333333,3.333333333,635,13,2,6,1
austin,78721,30.27520561,-97.68483734,1.98,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Single Family,1,1954,249900,1,0,2,3,0,0,6403,890,2.166666667,3.333333333,635,13,1,3,2
austin,78721,30.27597046,-97.68689728,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1956,230000,1,0,0,0,0,0,6969,624,2.066666667,3.333333333,635,13,1,2,1
austin,78721,30.28107262,-97.68464661,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1951,325000,2,0,3,3,0,0,7100,880,2.033333333,3.333333333,635,13,1,2,1
austin,78721,30.28477859,-97.67684174,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1965,355000,2,0,4,1,0,0,9147,1456,2.4,3.333333333,635,13,2,3,1
austin,78721,30.28392601,-97.67521667,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1965,380000,1,0,2,1,0,0,8624,1305,2.433333333,3.333333333,635,13,2,3,1
austin,78721,30.27577782,-97.68384552,1.98,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Condo,1,2019,419900,4,0,2,2,1,0,7318,1428,2.166666667,3.333333333,635,13,3,3,2
austin,78721,30.27824211,-97.68621063,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Multiple Occupancy,0,2005,725000,5,0,5,2,0,0,10759,2080,2.033333333,3.333333333,635,13,1,2,2
austin,78721,30.28153229,-97.68302155,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1959,319000,3,0,5,2,0,0,6446,1103,2.1,3.333333333,635,13,1,4,1
austin,78721,30.27596092,-97.67858887,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,2002,300000,5,0,2,2,0,0,6882,1112,2.2,3.666666667,480,14,2,3,1
austin,78721,30.28025246,-97.68405151,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1955,300000,1,0,8,2,0,0,8842,1560,2.066666667,3.333333333,635,13,2,3,1
austin,78721,30.27726746,-97.67987823,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,2017,580990,9,0,4,2,0,0,5401,2154,2.2,3.666666667,480,14,3,3,2
austin,78721,30.28078461,-97.6795578,1.98,6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Single Family,6,2003,270000,4,0,7,1,0,0,21780,1904,2.266666667,3.333333333,635,13,3,5,1
austin,78723,30.28855515,-97.67642212,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1985,148500,5,0,2,3,1,0,8189,1672,2.433333333,3,719,15,2,3,2
austin,78721,30.2768364,-97.6849823,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,1959,269000,10,0,4,2,0,0,6534,1202,2.133333333,3.333333333,635,13,2,3,1
austin,78721,30.27702141,-97.68653107,1.98,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Vacant Land,0,1960,189900,2,0,0,0,0,0,6534,1244,2.1,3.333333333,635,13,0,3,1
austin,78721,30.27622223,-97.67978668,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1940,329000,2,0,2,0,0,0,6926,978,2.2,3.666666667,480,14,2,2,1
austin,78721,30.28359413,-97.67623138,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1964,350000,2,0,7,1,0,0,7753,1375,2.433333333,3.333333333,635,13,2,3,1
austin,78721,30.27251816,-97.69011688,1.98,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Single Family,1,2017,429999,2,0,5,2,0,0,6316,1800,1.4,3,406,11,3,3,2
austin,78721,30.2767086,-97.68621063,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,1948,245000,3,0,0,3,0,0,6795,672,2.1,3.333333333,635,13,1,2,3
